(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FFGT9TWF,B0F13S4HSG,"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse",M7-LMCU-PTYK,151,1,2.57%,1.08%,215,1,2.82%,0.88%,100.00%,0.00%,20,2,13.25%,200.00%,$379.60,$37.96,18,1
B0FFH2DPYK,B089QFYLFB,"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler",XH-ELQT-PEJ2,52,1,0.89%,1.08%,60,2,0.79%,1.75%,100.00%,0.00%,17,0,32.69%,0.00%,$339.66,$0.00,16,0
B0FH6R5YTH,B0FC69R4PK,"NewEleven Retirement Gift For Woman - Retirement Card For Women, Men, Boss - Funny Retirements Gifts For Men, Farewell Gifts For Coworkers From Work Bestie, Colleague - Greeting Card",A9-HSHI-ATQO,55,0,0.94%,0.00%,65,0,0.85%,0.00%,100.00%,0.00%,16,0,29.09%,0.00%,$95.84,$0.00,15,0
B0FJDY1LNS,B08ZRWW1W4,"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler",A6-H1II-ZKFG,86,4,1.47%,4.30%,136,6,1.79%,5.26%,100.00%,100.00%,14,0,16.28%,0.00%,$321.72,$0.00,14,0
B0FGDHKH6G,B0BRB6NJCT,"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass",MF-GYAU-GTQX,72,3,1.23%,3.23%,101,3,1.33%,2.63%,100.00%,100.00%,13,0,18.06%,0.00%,$194.74,$0.00,13,0
B0F9W75LLW,B0CG8N67SJ,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler",FQ-Q5JW-E8TK,143,2,2.44%,2.15%,190,2,2.49%,1.75%,98.87%,0.00%,13,0,9.09%,0.00%,$259.74,$0.00,13,0
B0DVZ28QXB,B0CQJZP6TK,"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass",FJ-K5JP-AWYT,74,0,1.26%,0.00%,98,0,1.29%,0.00%,100.00%,0.00%,14,0,18.92%,0.00%,$223.72,$0.00,13,0
B0FH6R5YTH,B0FC69Q8BS,"NewEleven Retirement Gift For Woman, Men - Heartfelt Message, Retirement Card For Boss, Friend - Coworker Leaving Gifts For Women From Friends, Colleague - Greeting Card",ZB-KCAW-W2E3,70,1,1.19%,1.08%,103,1,1.35%,0.88%,100.00%,100.00%,13,0,18.57%,0.00%,$77.87,$0.00,13,0
B0FD9QBGZH,B0DH7X6R1J,NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler,YJ-F5N3-DGJ5,75,0,1.28%,0.00%,101,0,1.33%,0.00%,100.00%,0.00%,12,0,16.00%,0.00%,$263.76,$0.00,12,0
B0FH6R5YTH,B0FC69GZW9,"NewEleven Retirement Gifts - Retirement Card For Women, Men, Boss - Coworker Leaving Gifts For Women, Happy Farewell Card, Meaningful Gift From Colleague - Greeting Card",W6-C0RK-V9ZB,62,1,1.06%,1.08%,87,1,1.14%,0.88%,100.00%,100.00%,12,0,19.35%,0.00%,$71.88,$0.00,12,0
B0F8QTMBRV,B0DGGDN9WS,"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass",SZ-GAM6-6BB0,76,2,1.29%,2.15%,102,2,1.34%,1.75%,100.00%,100.00%,11,0,14.47%,0.00%,$175.78,$0.00,11,0
B0FFGT9TWF,B0FBQZZK71,"NewEleven Gifts For Grandma - Christian Gift, Nana Gift, Grandma Birthday Gifts From Granddaughter, Grandson, Kids - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",RW-PY02-EIMY,108,1,1.84%,1.08%,127,1,1.67%,0.88%,100.00%,0.00%,11,0,10.19%,0.00%,$197.78,$0.00,11,0
B0DYP51XSW,B09XXP5V2W,"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler",FL-GKXG-L8RH,56,3,0.95%,3.23%,77,3,1.01%,2.63%,100.00%,100.00%,10,0,17.86%,0.00%,$199.80,$0.00,10,0
B0FHKT7T9Q,B0F2TDMHFC,"NewEleven Gifts For Mom - Birthday Card For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - Greeting Card",LT-01MF-LZ2N,51,1,0.87%,1.08%,64,6,0.84%,5.26%,100.00%,0.00%,9,0,17.65%,0.00%,$89.91,$0.00,9,0
B0D83GTKZK,B08R8R2LQF,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler",JC-JMFX-W7IY,29,0,0.49%,0.00%,38,0,0.50%,0.00%,100.00%,0.00%,8,0,27.59%,0.00%,$183.84,$0.00,8,0
B0DVZ9NWDG,B092HNBJT6,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",W7-BHYY-1NZC,62,3,1.06%,3.23%,84,7,1.10%,6.14%,100.00%,100.00%,8,1,12.90%,33.33%,$159.84,$19.98,8,1
B0D8699Y17,B0BYCT1SRJ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass",LH-BSSY-KKX9,34,1,0.58%,1.08%,47,1,0.62%,0.88%,100.00%,100.00%,8,0,23.53%,0.00%,$111.86,$0.00,8,0
B0FJDLVWD4,B0CY4MC1GJ,"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler",YJ-23CQ-KDB5,43,1,0.73%,1.08%,52,1,0.68%,0.88%,97.96%,100.00%,12,0,27.91%,0.00%,$191.76,$0.00,8,0
B0FFH2DPYK,B0CYS94K31,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler",75-LNB7-IBAL,22,0,0.37%,0.00%,30,0,0.39%,0.00%,100.00%,0.00%,8,0,36.36%,0.00%,$143.84,$0.00,8,0
B0FFGT9TWF,B0DVSKXLS5,"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",UI-VXIT-1YW7,114,0,1.94%,0.00%,143,0,1.88%,0.00%,99.24%,0.00%,8,0,7.02%,0.00%,$135.84,$0.00,8,0
B0FH6R5YTH,B0FC69XTZ9,"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card",B4-IRKZ-AKKE,79,3,1.35%,3.23%,106,3,1.39%,2.63%,100.00%,100.00%,8,0,10.13%,0.00%,$63.92,$0.00,8,0
B0FHKT7T9Q,B0FC6DJMD9,"NewEleven Gifts For Mom - Heartfelt Message, Birthday Card For Mom From Daughter, Son, Kids - Meaningful Gift, Unique Present For Mother - Greeting Card",1E-URHL-R626,43,0,0.73%,0.00%,50,0,0.66%,0.00%,100.00%,0.00%,8,0,18.60%,0.00%,$47.92,$0.00,8,0
B0D6VF9KJW,B08ZYGT8SH,NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron,QV-HPXT-L8DT,53,0,0.90%,0.00%,70,0,0.92%,0.00%,100.00%,0.00%,8,0,15.09%,0.00%,$127.84,$0.00,7,0
B0DP2KFK2P,B0DH7Y6RDX,"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass",IC-D6DJ-S9KY,22,0,0.37%,0.00%,35,0,0.46%,0.00%,100.00%,0.00%,7,0,31.82%,0.00%,$90.93,$0.00,7,0
B0FD9QBGZH,B0DH86X93V,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Him, Her - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",Z0-L1YB-49DF,36,2,0.61%,2.15%,40,2,0.53%,1.75%,100.00%,0.00%,7,0,19.44%,0.00%,$139.86,$0.00,7,0
B0F4CLW9JM,B0DRT3MK34,"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament",87-ARXM-YV1I,30,0,0.51%,0.00%,59,0,0.77%,0.00%,100.00%,0.00%,7,0,23.33%,0.00%,$69.93,$0.00,7,0
B0FHKT7T9Q,B0FC65Z1KQ,"NewEleven Dog Mom Gifts For Women - Funny Dog Dad Gift, Cute Card For Dog Lover - Birthday Cards, Dog Dad Gifts For Men From Wife, Her, Friend - Greeting Card",ZM-69AN-C3J3,26,0,0.44%,0.00%,31,0,0.41%,0.00%,100.00%,0.00%,7,0,26.92%,0.00%,$41.93,$0.00,7,0
B0FH6R5YTH,B0FC686CQV,"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card",27-N5JD-WKOZ,52,0,0.89%,0.00%,63,0,0.83%,0.00%,98.36%,0.00%,7,0,13.46%,0.00%,$55.93,$0.00,7,0
B0FHKT7T9Q,B0FC6CY15S,"NewEleven Cat Mom Gifts For Women - Cat Birthday Card, Funny Gift For Cat Lover, Cat Mom, Her - Cat Lover Gifts For Women From Friend, Family - Greeting Card",5P-CAQZ-6FK5,20,0,0.34%,0.00%,22,0,0.29%,0.00%,100.00%,0.00%,7,0,35.00%,0.00%,$48.93,$0.00,7,0
B0FHBBJ3JH,B0FC6FNMMD,"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card",TU-XEZX-HS89,46,2,0.78%,2.15%,52,2,0.68%,1.75%,100.00%,100.00%,7,0,15.22%,0.00%,$48.93,$0.00,7,0
B0FJDLVWD4,B09792XF8F,"NewEleven Gift For Brother From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law - Funny Gag Gifts For Men - 20 Oz Tumbler",CC-VIYV-1LFP,15,2,0.26%,2.15%,19,2,0.25%,1.75%,100.00%,100.00%,6,0,40.00%,0.00%,$119.88,$0.00,6,0
B0DM95S8ZK,B0BRCG7S9H,"NewEleven Gifts For Dog Lovers, Dogs Owners, Dog Moms, Fur Mama - Dog Mom Gifts For Women - Cute Funny Gift For Women, Best Friend, Girlfriend - 16 Oz Coffee Glass",2R-X9LF-IOEW,12,0,0.20%,0.00%,15,0,0.20%,0.00%,100.00%,0.00%,6,0,50.00%,0.00%,$59.94,$0.00,6,0
B0DVYKZQJ5,B0CJ2CKDR8,"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass",SE-AHQ6-UUXA,28,1,0.48%,1.08%,36,1,0.47%,0.88%,100.00%,100.00%,6,0,21.43%,0.00%,$77.88,$0.00,6,0
B0FFGT9TWF,B0F6M3X7LG,"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse",9Y-C7LJ-8AVP,65,0,1.11%,0.00%,82,0,1.08%,0.00%,100.00%,0.00%,6,1,9.23%,0.00%,$101.88,$16.98,6,1
B0FH6R5YTH,B0FC6B7XH2,"NewEleven Retirement Card For Woman, Men - Funny Retirement Present, Goodbye Gifts For Coworkers, Farewell Gifts For Men, Boss From Coworker - Greeting Card",XL-UV7U-G4EA,33,0,0.56%,0.00%,40,0,0.53%,0.00%,100.00%,0.00%,6,0,18.18%,0.00%,$35.94,$0.00,6,0
B0DM95S8ZK,B0BRCJ5VYH,"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass",CZ-V369-AMB3,25,0,0.43%,0.00%,33,0,0.43%,0.00%,96.77%,0.00%,5,0,20.00%,0.00%,$49.95,$0.00,5,0
B0FGDHKH6G,B0CXXJ751C,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",7X-5K3W-K6CS,45,2,0.77%,2.15%,56,2,0.74%,1.75%,100.00%,100.00%,5,0,11.11%,0.00%,$79.90,$0.00,5,0
B0F8QTMBRV,B0CYPT8HM7,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass",C9-FSMU-8JV2,29,1,0.49%,1.08%,31,1,0.41%,0.88%,100.00%,0.00%,5,0,17.24%,0.00%,$84.90,$0.00,5,0
B0FD9QBGZH,B0DHCGTL3R,"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler",DF-AWOB-F9BG,28,0,0.48%,0.00%,40,0,0.53%,0.00%,100.00%,0.00%,5,0,17.86%,0.00%,$99.90,$0.00,5,0
B0FHBBJ3JH,B0FC5SSDXK,"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card",D0-B6A7-C5GP,37,0,0.63%,0.00%,41,0,0.54%,0.00%,100.00%,0.00%,5,0,13.51%,0.00%,$34.95,$0.00,5,0
B0FH6R5YTH,B0FC6158DB,"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card",6B-3XRW-U6OQ,47,0,0.80%,0.00%,58,0,0.76%,0.00%,100.00%,0.00%,5,0,10.64%,0.00%,$39.95,$0.00,5,0
B0D6VF9KJW,B08CDFWN1Q,"NewEleven Valentines Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron",T7-POTQ-PD13,22,0,0.37%,0.00%,23,0,0.30%,0.00%,100.00%,0.00%,4,0,18.18%,0.00%,$63.92,$0.00,4,0
B0FG7PKPXP,B0CBJR253J,"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass",DM-ZO4D-MA58,20,0,0.34%,0.00%,33,0,0.43%,0.00%,100.00%,0.00%,6,0,30.00%,0.00%,$59.94,$0.00,4,0
B0FHPQWHQY,B0CY4G9VSR,"NewEleven Trucker Cap for Men, Dad, Husband, Fisherman – Funny Fishing Hat, Trucker Hat Birthday Present for Him, Father, Guys Who Love Fishing",BP-B33W-HG8K,23,0,0.39%,0.00%,31,0,0.41%,0.00%,96.55%,0.00%,4,0,17.39%,0.00%,$79.92,$0.00,4,0
B0FD9QBGZH,B0DH87FYNN,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",UM-NFPU-HUFM,27,1,0.46%,1.08%,40,1,0.53%,0.88%,100.00%,0.00%,4,0,14.81%,0.00%,$79.92,$0.00,4,0
B0DKFMCWJ8,B0DHC932W2,"NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat",HO-F3TN-5J1L,24,0,0.41%,0.00%,37,0,0.49%,0.00%,100.00%,0.00%,4,0,16.67%,0.00%,$71.92,$0.00,4,0
B0FFGT9TWF,B0F13VCCMP,"NewEleven Daughter Birthday Gifts - Gifts For Daughter, Daughters In Law - Daughters Birthday Gift Ideas From Mom, Dad - Decorative Glass Scripture Jar With 92 Bible Verse",CG-9LUS-K14G,48,1,0.82%,1.08%,59,1,0.77%,0.88%,100.00%,0.00%,4,0,8.33%,0.00%,$71.92,$0.00,4,0
B0FJYFJ3WN,B0F6M1XX87,"NewEleven Coworker Gifts For Women, Men - Funny Best Friend Present For Work Bestie, Boss, Friends - Gift For Boss, Employer, Bestfriend Gag Gift From Colleague, Friends - 20 Oz Tumbler",51-MNGA-I4QG,59,0,1.01%,0.00%,65,0,0.85%,0.00%,100.00%,0.00%,4,0,6.78%,0.00%,$71.92,$0.00,4,0
B0FFGT9TWF,B0F7XCP31P,"NewEleven Gift For Brother - Brother Birthday Gifts, Christian Gifts For Little, Adult Bro, Sibling - Meaningful Gift For Brothers From Sister, Family - Bible Jar",JB-RJTD-OQ2R,30,1,0.51%,1.08%,35,1,0.46%,0.88%,100.00%,100.00%,4,0,13.33%,0.00%,$56.94,$0.00,4,0
B0FHKT7T9Q,B0FC5TBFWB,"NewEleven Dog Dad Gifts For Men - Humorous Present, Cute Birthday Gifts For Dog Lovers, Husband, Him - Funny Dog Dad Card From Friend, Family - Greeting Card",60-KN47-M9LV,34,0,0.58%,0.00%,38,0,0.50%,0.00%,100.00%,0.00%,4,0,11.76%,0.00%,$27.96,$0.00,4,0
B0FHKT7T9Q,B0FC5XQTBQ,"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card",1A-JRBV-8HH8,15,0,0.26%,0.00%,18,0,0.24%,0.00%,100.00%,0.00%,4,0,26.67%,0.00%,$23.96,$0.00,4,0
B0FGDHKH6G,B0CBJQZCFY,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",2D-H3QH-UR6F,13,0,0.22%,0.00%,18,0,0.24%,0.00%,100.00%,0.00%,3,0,23.08%,0.00%,$44.94,$0.00,3,0
B0D8699Y17,B0CJ2CNDQT,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Auntie Birthday Gift - Announcement, Promoted To Aunty - 16 Oz Coffee Glass",92-KAM5-CE6S,19,0,0.32%,0.00%,26,0,0.34%,0.00%,100.00%,0.00%,3,0,15.79%,0.00%,$44.94,$0.00,3,0
B0F9W75LLW,B0CKYJ8WLN,"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler",FM-KSML-Z7CU,24,0,0.41%,0.00%,29,0,0.38%,0.00%,100.00%,0.00%,3,0,12.50%,0.00%,$53.94,$0.00,3,0
B0FD9QBGZH,B0CLYRNFBT,"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",3N-MM56-1WA4,19,0,0.32%,0.00%,22,0,0.29%,0.00%,100.00%,0.00%,3,0,15.79%,0.00%,$47.97,$0.00,3,0
B0FGDHKH6G,B0CRKQR2KF,"NewEleven Gift For Friends, Bestie - Birthday Gifts for Women Friendship - Unique Friendship Gifts For Women, Friend, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass",C6-OPZ3-4B3S,44,2,0.75%,2.15%,55,3,0.72%,2.63%,100.00%,100.00%,3,0,6.82%,0.00%,$44.94,$0.00,3,0
B0F7H2RCV2,B0CWNTN1JN,"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Party Decorations - Coworker Leaving Gifts, Farewell Gift, Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass",XL-MR6A-RPZ5,41,0,0.70%,0.00%,49,0,0.64%,0.00%,100.00%,0.00%,3,0,7.32%,0.00%,$71.94,$0.00,3,0
B0FJDLVWD4,B0CY4HY9KC,"NewEleven Gifts For Him, Men - Fishing Gifts For Men, Dad, Cup Gift For Fisherman, Father - Dad Birthday Gift From Wife, Kids - 20 Oz Tumbler",KK-1KUK-ZBSZ,8,0,0.14%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,7,0,87.50%,0.00%,$111.86,$0.00,3,0
B0DPKY9KZ1,B0D9L8P1XL,"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle",1G-WJN6-34JP,42,1,0.72%,1.08%,55,2,0.72%,1.75%,100.00%,0.00%,3,0,7.14%,0.00%,$53.94,$0.00,3,0
B0DKDWHJ2P,B0DCJM56W3,"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass",SG-SV6L-3ILW,33,1,0.56%,1.08%,34,1,0.45%,0.88%,100.00%,0.00%,3,0,9.09%,0.00%,$38.97,$0.00,3,0
B0FD9QBGZH,B0DH83T7MF,"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler",RP-GISO-TOFC,27,0,0.46%,0.00%,31,0,0.41%,0.00%,100.00%,0.00%,3,0,11.11%,0.00%,$65.94,$0.00,3,0
B0DKJ5THF2,B0DHC2C1S4,"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat",S1-6FQM-HSP6,13,0,0.22%,0.00%,22,0,0.29%,0.00%,100.00%,0.00%,3,0,23.08%,0.00%,$53.94,$0.00,3,0
