(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FD9QBGZH,B0DHCFTYVW,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",06-AGXV-L5EK,18,0,0.31%,0.00%,29,0,0.38%,0.00%,100.00%,0.00%,3,0,16.67%,0.00%,$65.94,$0.00,3,0
B0FHKT7T9Q,B0F2T4JDF7,"NewEleven Birthday Gifts For Mom, Funny Card Gifts For Mom, Awesome Mommy Present From Daughter, Best Mother's Day Gift Idea For Wife, Sister - Humorous Greeting Card",AU-GMLU-KG6Z,69,0,1.18%,0.00%,86,0,1.13%,0.00%,52.33%,0.00%,3,0,4.35%,0.00%,$29.97,$0.00,3,0
B0FG7QMV1Y,B0F3C9BMFZ,"NewEleven Retirement Gifts - Retirement Gift for Woman, Farewell Gift, Goodbye Present for Men, Women - Going Away, Goodbye Gifts for Coworkers - Candle",WY-FHPL-MTWW,14,1,0.24%,1.08%,19,1,0.25%,0.88%,100.00%,100.00%,3,0,21.43%,0.00%,$35.94,$0.00,3,0
B0FHBBJ3JH,B0FC5Q3KVJ,"NewEleven Gifts For Men - Romantic Gifts For Boyfriend, Husband, Him - Couple Gift Cards, Anniversary Card For Husband From Wife, Her - Greeting Card",BP-IWCY-92GM,18,0,0.31%,0.00%,21,0,0.28%,0.00%,100.00%,0.00%,3,0,16.67%,0.00%,$20.97,$0.00,3,0
B0FH6R5YTH,B0FC5XL613,"NewEleven Funny Gifts For Boss - Thank You Card, Appreciation Present, Birthday Boss Gifts For Women, Men - Manager Gift From Staff, Coworker, Colleague - Greeting Card",UU-WJ6M-WTFN,29,0,0.49%,0.00%,38,0,0.50%,0.00%,100.00%,0.00%,3,0,10.34%,0.00%,$17.97,$0.00,3,0
B0FH6R5YTH,B0FC62VRRC,"NewEleven Best Friend Gift - Funny Card, Best Friend Birthday Gifts For Women, Her, Girls - Bestie Present, Meaningful Gift From Friends - Greeting Card",OF-YAJT-Y5A4,51,1,0.87%,1.08%,71,1,0.93%,0.88%,100.00%,0.00%,4,0,7.84%,0.00%,$23.96,$0.00,3,0
B0D83GTKZK,B08R8SW1NM,"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Men Women - Gifts For Women Turning 50-50 Year Old Gift For Men, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",IW-9AEL-FYY3,12,0,0.20%,0.00%,14,0,0.18%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$29.98,$0.00,2,0
B0DVZ9NWDG,B08Y8RZRHG,"NEWELEVEN Coworker Leaving Gift - Farewell, Going Away, New Job, Goodbye, Good Luck for Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",31-PNFY-F78S,11,0,0.19%,0.00%,11,0,0.14%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$39.96,$0.00,2,0
B0F9W75LLW,B0978WGWY4,"NewEleven Gifts For Him, Men - Gift For Men, Women, Dad, Husband, Friend - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker - 20 Oz Tumbler",BJ-VG4K-QQW3,18,0,0.31%,0.00%,20,0,0.26%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,$33.96,$0.00,2,0
B09S9PGL4T,B09S9PGL4T,"NewEleven Bird Watching Gifts, Gifts For Bird Lovers - Gift For Men Women - Funny Birding Gift For Birders, Birds Watchers, Birb Lovers, Men, Women, Friends - 20 Oz Tumbler",UD-JSC7-HVGH,4,0,0.07%,0.00%,7,0,0.09%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$45.96,$0.00,2,0
B0D6V486CJ,B09XDFF8FF,"NewEleven 20 Oz Tumbler - Farewell Gift for Coworker, BPA-Free Stainless Steel Drinking Cup, Double Wall Vacuum Insulation, Going Away Gift for Men Women, Good Luck Gifts",HR-LSGT-JYQH,534,3,9.10%,3.23%,590,3,7.75%,2.63%,99.82%,100.00%,2,0,0.37%,0.00%,$39.96,$0.00,2,0
B0D6V486CJ,B09ZYBDMZ1,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gift, Goodbye, Good Luck Presents For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler",Y3-JOZK-KF6U,44,2,0.75%,2.15%,50,2,0.66%,1.75%,97.87%,0.00%,2,0,4.55%,0.00%,$39.96,$0.00,2,0
B0DVZ9NWDG,B09ZYCD6GX,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",1Q-FSNP-VBED,26,0,0.44%,0.00%,29,0,0.38%,0.00%,100.00%,0.00%,2,0,7.69%,0.00%,$39.96,$0.00,2,0
B0FJDY1LNS,B0B2WGL9ZW,"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Gift - Coworker Leaving Gift, Farewell Gifts, Goodbye Presents For Coworkers, Friends - 12 Oz Tumbler",DI-F7I2-E7AK,17,0,0.29%,0.00%,19,0,0.25%,0.00%,100.00%,0.00%,2,0,11.76%,0.00%,$45.96,$0.00,2,0
B0FJDY1LNS,B0B9RLH8RV,"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gift - Coworker Leaving, Farewell, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler",HB-YPM1-SCJA,14,0,0.24%,0.00%,15,0,0.20%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,$45.96,$0.00,2,0
B0D6YH6BCN,B0BYDDFNBD,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworm - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass",BC-HKBD-KBAM,17,1,0.29%,1.08%,30,1,0.39%,0.88%,100.00%,100.00%,2,1,11.76%,100.00%,$29.96,$14.98,2,1
B0DYP51XSW,B0C3CW184G,"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler",L6-4LV1-54DE,20,1,0.34%,1.08%,27,1,0.35%,0.88%,100.00%,0.00%,2,0,10.00%,0.00%,$39.96,$0.00,2,0
B0D6W5PCC1,B0C9BZRC4K,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass",YM-PHWT-7K9Y,19,0,0.32%,0.00%,32,0,0.42%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,$33.96,$0.00,2,0
B0DWDQQ88X,B0C9C5VX7S,"NewEleven Gifts For Sister From Sister, Brother - Unique Birthday Present For Sisters, Soul Sis, Big, Little Sisters, Sis In Law, Sibling, Bestie - 16 Oz Coffee Glass",T8-BRCL-CEUK,10,0,0.17%,0.00%,13,0,0.17%,0.00%,91.67%,0.00%,2,0,20.00%,0.00%,$33.96,$0.00,2,0
B0FJDLVWD4,B0C9D2PHMH,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler",GX-USB4-E6T8,11,0,0.19%,0.00%,15,0,0.20%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$31.96,$0.00,2,0
B0FD9QBGZH,B0CDLQGPKC,"NewEleven Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",38-P9JP-4W92,15,0,0.26%,0.00%,15,0,0.20%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,$31.96,$0.00,2,0
B0F9W75LLW,B0CJX4XSXB,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - 20 Oz Tumbler",S8-FINW-47HP,10,0,0.17%,0.00%,10,0,0.13%,0.00%,100.00%,0.00%,2,0,20.00%,0.00%,$39.96,$0.00,2,0
B0F9W75LLW,B0CM5RJ8VD,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler",1J-71GS-RJFC,25,0,0.43%,0.00%,29,0,0.38%,0.00%,100.00%,0.00%,2,0,8.00%,0.00%,$39.96,$0.00,2,0
B0F8QTMBRV,B0CYPWBV21,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Forties Era Glass - 16 Oz Coffee Glass",SB-QEC6-U9NU,20,2,0.34%,2.15%,26,2,0.34%,1.75%,100.00%,100.00%,2,0,10.00%,0.00%,$31.96,$0.00,2,0
B0D1GHNG9D,B0D1GHNG9D,"NewEleven Gifts For Teacher - Teacher Gifts For Women - Teachers Appreciation, Retirement, Graduation Presents - End Of Year Teachers Gift From Student - 16 Oz Coffee Glass",DQ-DU5J-C7CQ,4,0,0.07%,0.00%,6,0,0.08%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$25.98,$0.00,2,0
B0DKDWHJ2P,B0D1K731RT,"NewEleven Gifts For Girl Mom - Gift For A Mom Of Girls, Pregnant Moms, Expecting Moms, Mama, Mother To Be, Mommy To Be, First Time Mommy - 16 Oz Coffee Glass",9U-YWFQ-3O7Z,26,0,0.44%,0.00%,30,0,0.39%,0.00%,100.00%,0.00%,2,0,7.69%,0.00%,$31.96,$0.00,2,0
B0FD9QBGZH,B0DM61B4F2,"NewEleven 1985 40th Birthday Gifts For Women - 40 Year Old Birthday Gifts Idea For Women, Her, Mom, Wife - Turning 40 Gift For Woman - 20 Oz Tumbler",1Y-PY2P-6Q4W,11,0,0.19%,0.00%,15,0,0.20%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$43.96,$0.00,2,0
B0DQ42YY8T,B0DQ42YY8T,"NewEleven Gifts for Women, Gift for Her, Mom, Friends, A Year of Promises of God Bible Scripture Memory Verse Cards Set of 52 - Christian, Religious, Inspirational Gifts for Women",GQ-R013-PDDU,4,0,0.07%,0.00%,4,0,0.05%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$19.96,$0.00,2,0
B0FFGT9TWF,B0DVSJLHZN,"NewEleven Teacher Appreciation Gifts For Women, Thank You Gift for Teachers, Inspirational School Teacher Gifts from Students for Birthday, Retirement, Bible Jar For Teachers with 92 Bible Verses",W1-8IDB-BZ73,17,0,0.29%,0.00%,21,0,0.28%,0.00%,100.00%,0.00%,4,0,23.53%,0.00%,$71.92,$0.00,2,0
B0FFGT9TWF,B0DVSKBSWN,"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",GE-UCH3-MNIE,50,0,0.85%,0.00%,62,0,0.81%,0.00%,100.00%,0.00%,2,0,4.00%,0.00%,$33.96,$0.00,2,0
B0FJDY1LNS,B0F189PXWB,"NewEleven Retirement Gift For Woman 2025 - Farewell Gifts For Coworkers, Boss, Friend, Teacher, Grandma - Coworker Leaving Gifts For Women From Friend, Family - Tumbler 12 Oz",L4-F4C9-QOS5,20,0,0.34%,0.00%,25,0,0.33%,0.00%,100.00%,0.00%,2,0,10.00%,0.00%,$45.96,$0.00,2,0
B0FFGT9TWF,B0F8VPS7QN,"NewEleven Best Friend Birthday Gifts For Women - Best Friend Gift For Her, Him - Bestie Gift, Christian Present From Friends - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",FY-G9UN-GE5E,27,0,0.46%,0.00%,29,0,0.38%,0.00%,100.00%,0.00%,2,0,7.41%,0.00%,$35.96,$0.00,2,0
B0FFGT9TWF,B0FBRBL1CQ,"NewEleven Gifts For Aunt - Aunt Birthday Gifts From Niece, Newphew, Kids - Auntie Gift Ideas, Christian Gift For Aunt, Auntie - Decorative Glass Scripture Jar With 92 Bible Verse",O8-51RP-7R9U,48,1,0.82%,1.08%,61,1,0.80%,0.88%,100.00%,0.00%,2,0,4.17%,0.00%,$33.96,$0.00,2,0
B0FH6R5YTH,B0FC5TLHKZ,"NewEleven Funny Boss Gifts - Appreciaton Card, Boss Birthday Card For Men, Women, Manager - Supervisor Gifts For Women From Coworker, Colleague - Greeting Card",RT-64X6-JD53,18,1,0.31%,1.08%,23,1,0.30%,0.88%,100.00%,100.00%,2,0,11.11%,0.00%,$9.98,$0.00,2,0
B0FH6R5YTH,B0FC6DMH5L,"NewEleven Funny Retirement Gifts For Men - Farewell Gifts For Coworkers, Funny Present For Boss, Colleague - Retirement Card For Men From Friend, Work Bestie - Greeting Card",7P-OJZF-5789,45,0,0.77%,0.00%,48,0,0.63%,0.00%,100.00%,0.00%,2,0,4.44%,0.00%,$11.98,$0.00,2,0
B0FFH2DPYK,B089QFK8NV,"NewEleven 40th Birthday Gifts For Women - 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12 Oz Tumbler",6O-P3K0-CFHN,13,1,0.22%,1.08%,14,1,0.18%,0.88%,100.00%,0.00%,1,0,7.69%,0.00%,$14.99,$0.00,1,0
B0995JRMHP,B0995JRMHP,Neweleven Replacement Lid For 20 Oz NewEleven Tumbler - Pack of 2 lids,O1-FU7J-W72I,4,0,0.07%,0.00%,4,0,0.05%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$9.98,$0.00,1,0
B0DYP51XSW,B09XDFLNR8,"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler",74-78DN-W52B,15,1,0.26%,1.08%,19,1,0.25%,0.88%,100.00%,0.00%,1,0,6.67%,0.00%,$19.98,$0.00,1,0
B0D6W5PCC1,B0B9SF2R4R,"NEWELEVEN 16 Oz Coffee Glass - Mama Needs Coffee - Transparent Glass - Reusable - 16 oz - Casual - Cold Drinks - Christmas, Mother's Day, Birthday - 1 Count",SB-OEYK-4VNP,9,0,0.15%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,$16.99,$0.00,1,0
B0DWDQQ88X,B0BYCSHGYX,"NewEleven Gifts For Sister From Sisters, Brother - Unique Birthday Present, Soul Sister, Big Sis Little Sis, Sisters In Law, Sibling, Bestie - 16 Oz Coffee Glass",LB-UB38-W1AN,2,0,0.03%,0.00%,2,0,0.03%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$15.98,$0.00,1,0
B0FG7PKPXP,B0BYDBW7PH,"NewEleven Gifts For Nurse - Nurse Gifts For Women - Caregiver Appreciation Gift, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass",IP-TZ2U-AFMB,13,1,0.22%,1.08%,16,1,0.21%,0.88%,100.00%,100.00%,1,0,7.69%,0.00%,$9.99,$0.00,1,0
B0FGDHKH6G,B0C1BS7BV8,"NewEleven Cute Glass Coffee Cups With Lids And Straw – Aesthetic Cups – Iced Coffee Cup, Coffees Tumbler – Galentines Gifts For Women, Coffees Lover - 16 Oz Coffee Glass",8N-VAIO-VFH3,5,0,0.09%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$14.98,$0.00,1,0
B0DK4PDRY3,B0C23Y5ZYH,"NewEleven Penguin Gifts For Women - Penguin Stuff For Pengy Lovers - Cute Funny Birthday Gift, Gift For Women, Best Friend, Sister, Daughter, Coworker - 16 Oz Coffee Glass",TU-6PXW-EYJS,1,0,0.02%,0.00%,1,0,0.01%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$14.98,$0.00,1,0
B0F8BCC76K,B0CJLF7CW6,"NewEleven Fathers Day Gift For Dad - Cool Dad Gifts From Daughter - Unique Birthday Present Ideas For Father, Husband, Bonus Father, Step Papa, New Papa From Daughter - 20 Oz Tumbler",JY-5OP2-ZVFB,3,0,0.05%,0.00%,4,0,0.05%,0.00%,75.00%,0.00%,1,0,33.33%,0.00%,$17.98,$0.00,1,0
B0D6YH6BCN,B0CKYMNV39,"NEWELEVEN Christmas Book Lovers Gifts for Women, Friends - Bookshelf Cup, Accessories for Writers, Readers, Librarian, Bookaholic, Bookworm - 16 Oz Coffee Glass",QE-7AYT-7B4M,9,1,0.15%,1.08%,10,1,0.13%,0.88%,100.00%,100.00%,1,0,11.11%,0.00%,$9.99,$0.00,1,0
B0FJDLVWD4,B0CN926PG1,"NewEleven Gifts For Brothers From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law, Men - 20 Oz Tumbler Navy",1O-O788-ZCZU,5,1,0.09%,1.08%,5,1,0.07%,0.88%,100.00%,100.00%,1,0,20.00%,0.00%,$19.98,$0.00,1,0
B0F9W75LLW,B0CQ4X98YF,"NewEleven Fathers Day Gift For Grandpa - Grandpa Gifts From Granddaughter, Grandson - Unique Birthday Present Ideas For Grandfather, New Granddad, Promoted To Granddad, Grandchildren - 20 Oz Tumbler",IW-TRN7-KQLA,8,0,0.14%,0.00%,8,0,0.11%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$19.98,$0.00,1,0
B0D83GTKZK,B0CRDCNJ39,"NewEleven 40th Birthday Gifts For Women Men - 40th Birthday Decorations For Men Women - 1985 Gifts For Men Women Turning 40-40-Year-Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler",C2-PD4O-6ZRO,2,0,0.03%,0.00%,2,0,0.03%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$11.99,$0.00,1,0
B0F9W75LLW,B0CRDFWF44,"NewEleven Fathers Day Gift For Him - Birthday Gifts For Men, Funny Gift For Dad, Husband, Grandpa, Uncle, Old Men - Cool Gifts For Dad From Daughter, Son – 20 Oz Tumbler",A5-0R5N-261B,7,0,0.12%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,14.29%,0.00%,$19.98,$0.00,1,0
B0FD9QBGZH,B0CT8JTMF8,"NewEleven Birthday Gifts For Women - Funny Gag Gifts Ideas For Mom, Grandma, Wife, Her, Sister, Coworker - 40th 50th 60th 70th 80th Birthday Gifts For Women – 20 Oz Tumbler",T3-8QDV-BD6U,9,1,0.15%,1.08%,11,1,0.14%,0.88%,100.00%,0.00%,1,0,11.11%,0.00%,$15.98,$0.00,1,0
B0D6VF9KJW,B0CY4VFW91,"NewEleven Fathers Day Gift For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Him - Grill Cooking BBQ Kitchen Chef Apron",7G-UBOK-AMA7,8,0,0.14%,0.00%,8,0,0.11%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,$15.98,$0.00,1,0
B0F8VCZ61V,B0CYSTZG5R,"NewEleven Bridal Shower Gifts - Wedding Gifts For Bride - Bachelorette Party, Engagement Gift For Women - Gift For Bride To Be, Fiancee, Wifey, Her - 16 Oz Coffee Glass",UH-A4QB-NCR6,4,0,0.07%,0.00%,6,0,0.08%,0.00%,83.33%,0.00%,1,0,25.00%,0.00%,$9.99,$0.00,1,0
B0D6Y54MJD,B0CZDV6J3V,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Book Themed Gift for Readers, Librarians, Bookaholics - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass",0B-GUIB-F6GL,23,0,0.39%,0.00%,29,0,0.38%,0.00%,100.00%,0.00%,1,0,4.35%,0.00%,$13.98,$0.00,1,0
B0D83GTKZK,B0D1GH6WJ6,"NewEleven 40th Birthday Gifts Women Men - 1985 40th Birthday Decorations For Men Women - Gifts For Men Women Turning 40-40 Year Old Gift For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",ZV-XJ69-4UIW,5,0,0.09%,0.00%,6,0,0.08%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$14.98,$0.00,1,0
B0DJSXDDTF,B0D6GGZ5TL,"NewEleven Gifts New Home - Best Housewarming Gifts 2025, Housewarming Gift - Presents for Homeowners, First House Gift - New Home Candle",IV-JPRM-B4VI,6,1,0.10%,1.08%,6,1,0.08%,0.88%,100.00%,0.00%,1,0,16.67%,0.00%,$15.98,$0.00,1,0
B0FFH2DPYK,B0D79751XN,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations For Women - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Wine Tumbler - 12 Oz Tumbler",BA-CM7Z-VMQN,5,0,0.09%,0.00%,6,0,0.08%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,$12.98,$0.00,1,0
B0DKDWHJ2P,B0DCJQ2SKV,"NewEleven Gifts For Mom, New Mom – 2025 Pregnancy Gifts For First Time Mother, Pregnant, Expecting Mama, Mother To Be, Mama, Mommy To Be - 16 Oz Coffee Glass",F5-C0C3-Z1JN,20,0,0.34%,0.00%,25,0,0.33%,0.00%,100.00%,0.00%,1,0,5.00%,0.00%,$12.99,$0.00,1,0
B0F3D315RZ,B0DK16MCXG,"NewEleven Women - Friend Gifts Ornaments 2025 - Friendship Gifts for Friends, Birthday Gift for Women, Besties, Soul Sisters - Ceramic Christmas Ornaments",JC-JJYR-OWD3,6,0,0.10%,0.00%,9,0,0.12%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$4.99,$0.00,1,0
B0F48FK7R3,B0DWMZXCZP,"NewEleven Class Of 2025 Graduation Gifts For Her, Friends - Funny Master Degree, College Graduation Gifts From Friends And Family - 16 Oz Coffee Glass",UZ-8P0A-GPKD,2,0,0.03%,0.00%,3,0,0.04%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,$11.99,$0.00,1,0
B0F7H2RCV2,B0F13MKH7X,"NewEleven Retirement Gift For Woman 2025 - Coworker Leaving Gift, Going Away Gifts For Friends, Her, Mom, Boss - Farewell Gifts For Coworkers Women From Friend, Family And Colleague - 16 Oz Wine Glass",ML-PHKJ-4KBU,44,0,0.75%,0.00%,51,0,0.67%,0.00%,100.00%,0.00%,1,0,2.27%,0.00%,$23.98,$0.00,1,0
B0FHKT7T9Q,B0F2TC6CP7,"NewEleven Funny Gifts For Mom, Mothers Day Card For Mom From Daughter, Kids On Mother's Day - Funny Mothers Day Gifts, Birthday Present, Humorous Greeting Cards For Mother",GI-HLHH-RG89,6,0,0.10%,0.00%,6,0,0.08%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,$7.99,$0.00,1,0
B0FHKT7T9Q,B0F59Z29ZR,"NewEleven Grandpa Gifts - Grandpa Birthday Gifts, Gift For Grandparents From Kids, Child - Birthday Gift, Heartfelt Message, Fathers Day Card For Grandpa, Papa - Greeting Card",OQ-C9LE-D894,4,0,0.07%,0.00%,5,0,0.07%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,$7.99,$0.00,1,0
B0F9WD297S,B0F7LL1VLP,"NewEleven Funny Fathers Day Card, Cat Dad Gifts For Men, Best Cat Dad Ever For Father's Day, Cat Lover Gifts For Men, Unique Cats Father Presents - Greeting Card",QJ-K197-WWV2,1,0,0.02%,0.00%,1,0,0.01%,0.00%,100.00%,0.00%,1,0,100.00%,0.00%,$7.99,$0.00,1,0
B0FH6R5YTH,B0FC5W1QX7,"NewEleven Boss Gifts For Women, Men - Boss Birthday Card, Thank You Gift, Heartfelt Message For Leader - Appreciation Present For Manager Form Colleague, Coworker - Greeting Card",SS-6UAT-LTMJ,15,0,0.26%,0.00%,19,0,0.25%,0.00%,100.00%,0.00%,1,0,6.67%,0.00%,$4.99,$0.00,1,0
B0FH6R5YTH,B0FC65ZB93,"NewEleven Gift For Boss - Thank You Boss Gifts For Women, Men, Leader - Meaningful Present, Appreciation Gifts For Boss From Coworker, Staff - Greeting Card",S6-VP1K-5XOQ,26,1,0.44%,1.08%,28,1,0.37%,0.88%,100.00%,100.00%,1,0,3.85%,0.00%,$5.99,$0.00,1,0
B0FH6R5YTH,B0FC68NMQ2,"NewEleven Farewell Gifts For Coworkers - Coworker Leaving Gifts For Women, Goodbye Gift Card, Going Away Gift For Colleague, Work Bestie - Greeting Card",UO-G2CF-RBYF,23,1,0.39%,1.08%,28,2,0.37%,1.75%,100.00%,100.00%,1,0,4.35%,0.00%,$5.99,$0.00,1,0
B0FHBBJ3JH,B0FC6DL8X8,"NewEleven Wedding Gifts For Couples 2025 - Heartfelt Message, Meaningful Wedding Card For Bride, Groom - Newly Wed Gifts For The Couple From Friend, Family - Greeting Card",XK-EXGK-T2H0,25,0,0.43%,0.00%,31,0,0.41%,0.00%,100.00%,0.00%,1,0,4.00%,0.00%,$5.99,$0.00,1,0
B0FHBBJ3JH,B0FC6DQZCQ,"NewEleven Wedding Gifts For Couples 2025 - Funny Wedding Card For Bride And Groom, Newly Wed Gifts For Couple - Meaningful Present From Friend And Family - Greeting Card",DP-MOZ6-JMS1,11,0,0.19%,0.00%,13,0,0.17%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,$4.99,$0.00,1,0
