"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"42";"";"965,16";"";"-109,41";"-109,41";"";"";"";"";"";"";"-";"";"-349,52";"-82,32";"";"423,91";"423,91";"506,23";"";"43,92";"514,95";"9 897";"11,34";"";""
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"31";"";"619,38";"";"-117,32";"-117,32";"";"";"";"";"";"";"-";"";"-230,7";"-101,99";"";"169,37";"169,37";"271,36";"";"27,35";"166,07";"3 501";"18,94";"";""
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler COG: 3,5 / Price: 22,98";"B0F18PVLJ1";"WD-3UXP-TSPV";"30";"";"689,4";"-2,3";"-141,97";"-141,97";"";"";"";"";"";"";"-";"";"-249,38";"-105";"";"190,75";"190,75";"295,75";"";"27,67";"181,67";"15 256";"20,59";"";""
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"26";"1";"441,48";"";"-30,69";"-30,69";"";"";"";"";"";"3,85";"-";"-14,73";"-199,7";"-51,74";"";"144,62";"144,62";"196,36";"";"32,76";"279,51";"11 535";"6,95";"";""
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98";"B0DH88L44J";"3E-J0TV-6W9S";"21";"";"482,58";"";"-77,2";"-77,2";"";"";"";"";"";"";"-";"";"-217,92";"-94,08";"";"93,38";"93,38";"187,46";"";"19,35";"99,26";"19 342";"16,00";"";""
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"20";"";"399,6";"-6";"-63,86";"-63,86";"";"";"";"";"";"";"-";"";"-141,06";"-71,2";"";"117,48";"117,48";"188,68";"";"29,40";"165,00";"6 880";"15,98";"";""
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 19,62";"B0CRVTN11L";"Y1-7KOS-V5KR";"18";"1";"271,66";"";"-32,77";"-32,77";"";"";"";"";"";"5,56";"-";"-13,87";"-134,42";"-50,4";"";"40,20";"40,20";"90,6";"";"14,80";"79,76";"10 313";"12,06";"";""
"NewEleven Retirement Gifts, Farewell Gift, Goodbye Present for Coworkers, New Beginnings Gifts for Women Men, Christmas Gift for Coworkers Friends Work Bestie Boss Leader - 8 Oz Candle COG: 4,99 / Price: 15,98";"B0D7HMXCSP";"UB-TA3P-4YBQ";"14";"";"223,72";"";"";"";"";"";"";"";"";"";"-";"";"-106,58";"-69,86";"";"47,28";"47,28";"117,14";"";"21,13";"67,68";"83 172";"";"";""
"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler COG: 3,39 / Price: 19,98";"B089QFYLFB";"XH-ELQT-PEJ2";"13";"";"259,74";"";"-21,06";"-21,06";"";"";"";"";"";"";"-";"";"-96,72";"-44,07";"";"97,89";"97,89";"141,96";"";"37,69";"222,12";"11 608";"8,11";"";""
"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler COG: 4,14 / Price: 22,98";"B08ZRWW1W4";"A6-H1II-ZKFG";"13";"";"298,74";"";"-49,43";"-49,43";"";"";"";"";"";"";"-";"";"-103,71";"-53,82";"";"91,78";"91,78";"145,6";"";"30,72";"170,53";"21 488";"16,55";"";""
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 0";"B0CQJZP6TK";"FJ-K5JP-AWYT";"12";"";"191,76";"";"-19,68";"-19,68";"";"";"";"";"";"";"-";"";"-85,93";"-30,96";"";"55,19";"55,19";"86,15";"";"28,78";"178,26";"20 266";"10,26";"";""
