(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0F9W75LLW,B0CG8N67SJ,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler",FQ-Q5JW-E8TK,134,1,3.13%,2.33%,171,2,3.14%,4.26%,93.71%,100.00%,12,0,8.96%,0.00%,$239.76,$0.00,12,0
B0DKDWHJ2P,B0CRVTN11L,"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass",Y1-7KOS-V5KR,186,1,4.35%,2.33%,225,1,4.13%,2.13%,48.40%,0.00%,13,0,6.99%,0.00%,$207.74,$0.00,12,0
B0FFGT9TWF,B0F13S4HSG,"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse",M7-LMCU-PTYK,155,3,3.62%,6.98%,206,3,3.78%,6.38%,100.00%,100.00%,11,0,7.10%,0.00%,$208.78,$0.00,11,0
B0FHKT7T9Q,B0FC6DJMD9,"NewEleven Gifts For Mom - Heartfelt Message, Birthday Card For Mom From Daughter, Son, Kids - Meaningful Gift, Unique Present For Mother - Greeting Card",1E-URHL-R626,80,1,1.87%,2.33%,99,1,1.82%,2.13%,100.00%,100.00%,11,0,13.75%,0.00%,$65.89,$0.00,11,0
B0FFH2DPYK,B089QFYLFB,"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler",XH-ELQT-PEJ2,44,0,1.03%,0.00%,60,0,1.10%,0.00%,96.30%,0.00%,10,0,22.73%,0.00%,$199.80,$0.00,10,0
B0D83GTKZK,B08R8R2LQF,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler",JC-JMFX-W7IY,24,0,0.56%,0.00%,30,0,0.55%,0.00%,96.30%,0.00%,9,0,37.50%,0.00%,$206.82,$0.00,9,0
B0FH6R5YTH,B0FC69R4PK,"NewEleven Retirement Gift For Woman - Retirement Card For Women, Men, Boss - Funny Retirements Gifts For Men, Farewell Gifts For Coworkers From Work Bestie, Colleague - Greeting Card",A9-HSHI-ATQO,63,0,1.47%,0.00%,77,0,1.41%,0.00%,100.00%,0.00%,9,0,14.29%,0.00%,$53.91,$0.00,9,0
B0FD9QBGZH,B0DH7X6R1J,NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler,YJ-F5N3-DGJ5,53,0,1.24%,0.00%,62,0,1.14%,0.00%,98.31%,0.00%,8,0,15.09%,0.00%,$175.84,$0.00,8,0
B0FD9QBGZH,B0DHCGTL3R,"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler",DF-AWOB-F9BG,30,0,0.70%,0.00%,42,0,0.77%,0.00%,100.00%,0.00%,8,0,26.67%,0.00%,$159.84,$0.00,8,0
B0FFGT9TWF,B0FBQZZK71,"NewEleven Gifts For Grandma - Christian Gift, Nana Gift, Grandma Birthday Gifts From Granddaughter, Grandson, Kids - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",RW-PY02-EIMY,74,1,1.73%,2.33%,92,1,1.69%,2.13%,100.00%,0.00%,8,0,10.81%,0.00%,$143.84,$0.00,8,0
B0FHBBJ3JH,B0FC5SSDXK,"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card",D0-B6A7-C5GP,34,0,0.79%,0.00%,39,0,0.72%,0.00%,100.00%,0.00%,8,0,23.53%,0.00%,$55.92,$0.00,8,0
B0FD9QBGZH,B0DH86X93V,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Him, Her - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",Z0-L1YB-49DF,29,0,0.68%,0.00%,31,0,0.57%,0.00%,100.00%,0.00%,7,0,24.14%,0.00%,$139.86,$0.00,7,0
B0FHKT7T9Q,B0FC5TBFWB,"NewEleven Dog Dad Gifts For Men - Humorous Present, Cute Birthday Gifts For Dog Lovers, Husband, Him - Funny Dog Dad Card From Friend, Family - Greeting Card",60-KN47-M9LV,44,0,1.03%,0.00%,63,0,1.16%,0.00%,100.00%,0.00%,7,0,15.91%,0.00%,$48.93,$0.00,7,0
B0FGDHKH6G,B0BRB6NJCT,"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass",MF-GYAU-GTQX,53,3,1.24%,6.98%,69,3,1.27%,6.38%,98.28%,100.00%,7,1,13.21%,33.33%,$104.86,$14.98,6,1
B0DVZ28QXB,B0CQJZP6TK,"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass",FJ-K5JP-AWYT,58,0,1.36%,0.00%,77,0,1.41%,0.00%,98.61%,0.00%,7,0,12.07%,0.00%,$111.86,$0.00,6,0
B0FJDLVWD4,B0CY4MC1GJ,"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler",YJ-23CQ-KDB5,43,0,1.00%,0.00%,60,0,1.10%,0.00%,100.00%,0.00%,6,0,13.95%,0.00%,$95.88,$0.00,6,0
B0F8QTMBRV,B0CYPT8HM7,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass",C9-FSMU-8JV2,13,0,0.30%,0.00%,16,0,0.29%,0.00%,100.00%,0.00%,6,0,46.15%,0.00%,$101.88,$0.00,6,0
B0DPKY9KZ1,B0D9L8P1XL,"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle",1G-WJN6-34JP,36,0,0.84%,0.00%,40,0,0.73%,0.00%,100.00%,0.00%,6,0,16.67%,0.00%,$107.88,$0.00,6,0
B0F8QTMBRV,B0DGGDN9WS,"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass",SZ-GAM6-6BB0,58,0,1.36%,0.00%,82,0,1.51%,0.00%,100.00%,0.00%,6,0,10.34%,0.00%,$95.88,$0.00,6,0
B0FD9QBGZH,B0DH83T7MF,"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler",RP-GISO-TOFC,22,1,0.51%,2.33%,24,1,0.44%,2.13%,100.00%,100.00%,6,0,27.27%,0.00%,$119.88,$0.00,6,0
B0FD9QBGZH,B0DH87FYNN,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",UM-NFPU-HUFM,21,0,0.49%,0.00%,24,0,0.44%,0.00%,100.00%,0.00%,6,0,28.57%,0.00%,$119.88,$0.00,6,0
B0FFGT9TWF,B0DVSKXLS5,"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",UI-VXIT-1YW7,60,0,1.40%,0.00%,72,0,1.32%,0.00%,94.03%,0.00%,6,0,10.00%,0.00%,$101.88,$0.00,6,0
B0FHKT7T9Q,B0F2TDMHFC,"NewEleven Gifts For Mom - Birthday Card For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - Greeting Card",LT-01MF-LZ2N,39,0,0.91%,0.00%,43,0,0.79%,0.00%,97.62%,0.00%,6,0,15.38%,0.00%,$59.94,$0.00,6,0
B0FH6R5YTH,B0FC5XL613,"NewEleven Funny Gifts For Boss - Thank You Card, Appreciation Present, Birthday Boss Gifts For Women, Men - Manager Gift From Staff, Coworker, Colleague - Greeting Card",UU-WJ6M-WTFN,20,1,0.47%,2.33%,24,1,0.44%,2.13%,100.00%,100.00%,6,0,30.00%,0.00%,$35.94,$0.00,6,0
B0FHKT7T9Q,B0FC5XQTBQ,"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card",1A-JRBV-8HH8,29,0,0.68%,0.00%,35,0,0.64%,0.00%,100.00%,0.00%,6,0,20.69%,0.00%,$35.94,$0.00,6,0
B0FH6R5YTH,B0FC69GZW9,"NewEleven Retirement Gifts - Retirement Card For Women, Men, Boss - Coworker Leaving Gifts For Women, Happy Farewell Card, Meaningful Gift From Colleague - Greeting Card",W6-C0RK-V9ZB,41,0,0.96%,0.00%,52,0,0.95%,0.00%,100.00%,0.00%,6,0,14.63%,0.00%,$35.94,$0.00,6,0
B0FJDY1LNS,B08ZRWW1W4,"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler",A6-H1II-ZKFG,37,1,0.86%,2.33%,48,3,0.88%,6.38%,100.00%,0.00%,5,0,13.51%,0.00%,$114.90,$0.00,5,0
B0FFGT9TWF,B0DVSKBSWN,"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",GE-UCH3-MNIE,35,0,0.82%,0.00%,44,0,0.81%,0.00%,100.00%,0.00%,5,0,14.29%,0.00%,$84.90,$0.00,5,0
B0FH6R5YTH,B0FC6158DB,"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card",6B-3XRW-U6OQ,47,1,1.10%,2.33%,59,1,1.08%,2.13%,100.00%,0.00%,5,0,10.64%,0.00%,$39.95,$0.00,5,0
B0FH6R5YTH,B0FC69XTZ9,"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card",B4-IRKZ-AKKE,36,1,0.84%,2.33%,49,1,0.90%,2.13%,100.00%,0.00%,5,0,13.89%,0.00%,$39.95,$0.00,5,0
B0FHKT7T9Q,B0FC6CY15S,"NewEleven Cat Mom Gifts For Women - Cat Birthday Card, Funny Gift For Cat Lover, Cat Mom, Her - Cat Lover Gifts For Women From Friend, Family - Greeting Card",5P-CAQZ-6FK5,34,0,0.79%,0.00%,39,0,0.72%,0.00%,100.00%,0.00%,5,0,14.71%,0.00%,$34.95,$0.00,5,0
B0FH6R5YTH,B0FC6DMH5L,"NewEleven Funny Retirement Gifts For Men - Farewell Gifts For Coworkers, Funny Present For Boss, Colleague - Retirement Card For Men From Friend, Work Bestie - Greeting Card",7P-OJZF-5789,41,0,0.96%,0.00%,44,0,0.81%,0.00%,100.00%,0.00%,5,0,12.20%,0.00%,$29.95,$0.00,5,0
B0FHBBJ3JH,B0FC6FNMMD,"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card",TU-XEZX-HS89,45,0,1.05%,0.00%,58,0,1.06%,0.00%,100.00%,0.00%,6,0,13.33%,0.00%,$41.94,$0.00,5,0
B0D6VF9KJW,B08ZYGT8SH,NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron,QV-HPXT-L8DT,53,0,1.24%,0.00%,68,0,1.25%,0.00%,96.92%,0.00%,4,0,7.55%,0.00%,$63.92,$0.00,4,0
B0D8699Y17,B0BYCT1SRJ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass",LH-BSSY-KKX9,23,0,0.54%,0.00%,29,0,0.53%,0.00%,100.00%,0.00%,4,0,17.39%,0.00%,$63.92,$0.00,4,0
B0FG7PKPXP,B0CBJR253J,"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass",DM-ZO4D-MA58,14,0,0.33%,0.00%,18,0,0.33%,0.00%,100.00%,0.00%,5,0,35.71%,0.00%,$49.95,$0.00,4,0
B0F9W75LLW,B0CM5RJ8VD,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler",1J-71GS-RJFC,28,0,0.65%,0.00%,35,0,0.64%,0.00%,90.63%,0.00%,4,0,14.29%,0.00%,$79.92,$0.00,4,0
B0DKDWHJ2P,B0DCJM56W3,"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass",SG-SV6L-3ILW,34,0,0.79%,0.00%,40,0,0.73%,0.00%,100.00%,0.00%,4,0,11.76%,0.00%,$51.96,$0.00,4,0
B0FHKT7T9Q,B0F2TC6CP7,"NewEleven Funny Gifts For Mom, Mothers Day Card For Mom From Daughter, Kids On Mother's Day - Funny Mothers Day Gifts, Birthday Present, Humorous Greeting Cards For Mother",GI-HLHH-RG89,12,0,0.28%,0.00%,15,0,0.28%,0.00%,100.00%,0.00%,4,0,33.33%,0.00%,$31.96,$0.00,4,0
B0FJYFJ3WN,B0F6M1XX87,"NewEleven Coworker Gifts For Women, Men - Funny Best Friend Present For Work Bestie, Boss, Friends - Gift For Boss, Employer, Bestfriend Gag Gift From Colleague, Friends - 20 Oz Tumbler",51-MNGA-I4QG,39,0,0.91%,0.00%,46,0,0.84%,0.00%,100.00%,0.00%,5,0,12.82%,0.00%,$84.90,$0.00,4,0
B0DVZ9NWDG,B092HNBJT6,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",W7-BHYY-1NZC,44,0,1.03%,0.00%,57,0,1.05%,0.00%,100.00%,0.00%,3,0,6.82%,0.00%,$59.94,$0.00,3,0
B0FJDLVWD4,B097H6PJCN,"NewEleven Gift For Uncle From Niece, Nephew - Funny Unkie Gift, Uncle Birthday Gifts - Best Present For New Uncles, Funcle, Unky Announcement - 20 Oz Tumbler",C5-L2Z6-TAT4,9,0,0.21%,0.00%,10,0,0.18%,0.00%,100.00%,0.00%,3,0,33.33%,0.00%,$59.94,$0.00,3,0
B0DM95S8ZK,B0BRCJ5VYH,"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass",CZ-V369-AMB3,16,0,0.37%,0.00%,18,0,0.33%,0.00%,100.00%,0.00%,3,0,18.75%,0.00%,$29.97,$0.00,3,0
B0D6YH6BCN,B0BYDDFNBD,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworm - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass",BC-HKBD-KBAM,18,1,0.42%,2.33%,28,1,0.51%,2.13%,92.00%,0.00%,3,0,16.67%,0.00%,$44.94,$0.00,3,0
B0D6W5PCC1,B0C9BZRC4K,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass",YM-PHWT-7K9Y,11,0,0.26%,0.00%,16,0,0.29%,0.00%,100.00%,0.00%,3,0,27.27%,0.00%,$50.94,$0.00,3,0
B0FJDLVWD4,B0C9D2PHMH,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler",GX-USB4-E6T8,5,1,0.12%,2.33%,9,1,0.17%,2.13%,100.00%,100.00%,3,0,60.00%,0.00%,$47.94,$0.00,3,0
B0DVZ9NWDG,B0CDLPSMGF,"NewEleven Coworker Leaving Gifts - Farewell, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",CO-C7X6-C1NV,13,0,0.30%,0.00%,16,0,0.29%,0.00%,100.00%,0.00%,3,0,23.08%,0.00%,$59.94,$0.00,3,0
B0F7H2RCV2,B0CWNTN1JN,"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Party Decorations - Coworker Leaving Gifts, Farewell Gift, Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass",XL-MR6A-RPZ5,25,0,0.58%,0.00%,32,0,0.59%,0.00%,100.00%,0.00%,3,0,12.00%,0.00%,$71.94,$0.00,3,0
B0DP2KFK2P,B0DH7Y6RDX,"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass",IC-D6DJ-S9KY,22,0,0.51%,0.00%,29,0,0.53%,0.00%,100.00%,0.00%,3,0,13.64%,0.00%,$38.97,$0.00,3,0
B0FG7PKPXP,B0DWN3SH33,"NewEleven Nurse Gifts For Women, Nursing Student, Nurses Practitioner, Registered Nurse - Gifts For Nurses From Friend, Family And Coworker - 16 Oz Coffee Glass",C0-X5FU-OU85,15,0,0.35%,0.00%,21,0,0.39%,0.00%,100.00%,0.00%,3,0,20.00%,0.00%,$29.97,$0.00,3,0
B0FHKT7T9Q,B0FC65Z1KQ,"NewEleven Dog Mom Gifts For Women - Funny Dog Dad Gift, Cute Card For Dog Lover - Birthday Cards, Dog Dad Gifts For Men From Wife, Her, Friend - Greeting Card",ZM-69AN-C3J3,30,0,0.70%,0.00%,36,0,0.66%,0.00%,100.00%,0.00%,3,0,10.00%,0.00%,$17.97,$0.00,3,0
B0FH6R5YTH,B0FC6CNPQK,"NewEleven Thank You Cards - Teacher Appreciation Gifts, Thanks You Present For Friend, Teacher, Boss - Thank You Gifts For Women, Men From Bestie, Family, Colleague - Greeting Card",4R-QNTR-6X4P,27,0,0.63%,0.00%,32,0,0.59%,0.00%,100.00%,0.00%,3,0,11.11%,0.00%,$14.97,$0.00,3,0
B0D6VF9KJW,B08CDFWN1Q,"NewEleven Valentines Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron",T7-POTQ-PD13,22,0,0.51%,0.00%,24,0,0.44%,0.00%,95.83%,0.00%,2,0,9.09%,0.00%,$31.96,$0.00,2,0
B0FJDLVWD4,B09792XF8F,"NewEleven Gift For Brother From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law - Funny Gag Gifts For Men - 20 Oz Tumbler",CC-VIYV-1LFP,11,0,0.26%,0.00%,14,0,0.26%,0.00%,92.86%,0.00%,2,0,18.18%,0.00%,$39.96,$0.00,2,0
B0DYP51XSW,B09YCTFXYV,"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler",KG-HY7Y-VD9N,12,0,0.28%,0.00%,15,0,0.28%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,$39.96,$0.00,2,0
B0FJDY1LNS,B0B9RLH8RV,"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gift - Coworker Leaving, Farewell, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler",HB-YPM1-SCJA,11,1,0.26%,2.33%,11,1,0.20%,2.13%,100.00%,0.00%,2,0,18.18%,0.00%,$45.96,$0.00,2,0
B0FGDHKH6G,B0CBJQZCFY,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",2D-H3QH-UR6F,10,1,0.23%,2.33%,10,1,0.18%,2.13%,100.00%,0.00%,2,0,20.00%,0.00%,$29.96,$0.00,2,0
B0D8699Y17,B0CJ2CNDQT,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Auntie Birthday Gift - Announcement, Promoted To Aunty - 16 Oz Coffee Glass",92-KAM5-CE6S,11,0,0.26%,0.00%,13,0,0.24%,0.00%,100.00%,0.00%,2,0,18.18%,0.00%,$29.96,$0.00,2,0
B0FD9QBGZH,B0CLYRNFBT,"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",3N-MM56-1WA4,13,0,0.30%,0.00%,19,0,0.35%,0.00%,100.00%,0.00%,3,0,23.08%,0.00%,$47.97,$0.00,2,0
B0F8BCC76K,B0CM5R5BDX,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter - Husband Gifts - Unique Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter - 20 Oz Tumbler",WC-3I7C-6VN5,2,0,0.05%,0.00%,2,0,0.04%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,$39.96,$0.00,2,0
B0FGDHKH6G,B0CRKQR2KF,"NewEleven Gift For Friends, Bestie - Birthday Gifts for Women Friendship - Unique Friendship Gifts For Women, Friend, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass",C6-OPZ3-4B3S,47,3,1.10%,6.98%,53,3,0.97%,6.38%,98.00%,100.00%,2,0,4.26%,0.00%,$29.96,$0.00,2,0
