"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"36";"1";"719,28";"";"-152,95";"-147,48";"";"";"-5,47";"";"";"2,78";"-";"-17,34";"-268,01";"-118,44";"";"162,54";"162,54";"280,98";"";"22,60";"137,23";"3 304";"21,26";"";""
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"28";"1";"643,44";"-2,3";"-140,32";"-135,19";"";"";"-5,13";"";"";"3,57";"-";"-19,94";"-232,72";"-54,88";"";"193,28";"193,28";"248,16";"";"30,04";"352,19";"7 812";"21,81";"";""
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 17,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"23";"";"413,54";"-1,8";"-96,51";"-84,93";"";"";"-11,58";"";"";"";"-";"";"-181,42";"-45,77";"";"88,04";"88,04";"133,81";"";"21,29";"192,35";"8 695";"23,34";"";""
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler COG: 3,5 / Price: 22,98";"B0F18PVLJ1";"WD-3UXP-TSPV";"20";"";"459,6";"";"-162,36";"-162,36";"";"";"";"";"";"";"100";"3,5";"-166,79";"-70";"";"63,95";"63,95";"130,45";"";"13,91";"91,36";"10 568";"35,33";"";""
"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse COG: 2,59 / Price: 18,98";"B0F13S4HSG";"M7-LMCU-PTYK";"19";"";"360,62";"";"-43,38";"-43,38";"";"";"";"";"";"";"-";"";"-138,39";"-49,21";"";"129,64";"129,64";"178,85";"";"35,95";"263,44";"17 124";"12,03";"";""
"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler COG: 3,39 / Price: 16,98";"B089QFYLFB";"XH-ELQT-PEJ2";"14";"1";"237,72";"";"-57,25";"-57,25";"";"";"";"";"";"7,14";"100";"-13,95";"-97,54";"-47,46";"";"21,52";"21,52";"65,59";"";"9,05";"45,34";"9 693";"24,08";"";""
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98";"B0CQJZP6TK";"FJ-K5JP-AWYT";"13";"";"207,74";"-1,6";"-20,98";"-19,13";"-1,85";"";"";"";"";"";"-";"";"-88,34";"-36,12";"";"60,70";"60,70";"96,82";"";"29,22";"168,05";"23 611";"10,10";"";""
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98";"B0CRVTN11L";"Y1-7KOS-V5KR";"13";"1";"207,74";"";"-34,57";"-34,57";"";"";"";"";"";"7,69";"-";"-13,98";"-99,05";"-36,4";"";"23,74";"23,74";"60,14";"";"11,43";"65,22";"12 021";"16,64";"";""
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"11";"2";"219,78";"-5";"-94,08";"-94,08";"";"";"";"";"";"18,18";"100";"-29,38";"-45,39";"-39,16";"";"6,77";"6,77";"42,37";"";"3,08";"17,29";"7 155";"42,81";"";""
"NewEleven Retirement Gifts, Farewell Gift, Goodbye Present for Coworkers, New Beginnings Gifts for Women Men, Christmas Gift for Coworkers Friends Work Bestie Boss Leader - 8 Oz Candle COG: 4,99 / Price: 15,98";"B0D7HMXCSP";"UB-TA3P-4YBQ";"11";"";"175,78";"";"";"";"";"";"";"";"";"";"-";"";"-96,42";"-49,9";"";"29,46";"29,46";"79,36";"";"16,76";"59,04";"65 678";"";"";""
