"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"45";"";"1 034,1";"";"-163,29";"-150,4";"-12,89";"";"";"";"";"";"-";"";"-374,8";"-88,2";"";"407,81";"407,81";"496,01";"";"39,44";"462,37";"9 897";"15,79";"";""
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"37";"";"739,26";"";"-177,54";"-177,54";"";"";"";"";"";"";"100";"9,87";"-275,4";"-121,73";"";"174,46";"174,46";"286,32";"";"23,60";"143,32";"3 501";"24,02";"";""
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler COG: 3,5 / Price: 22,98";"B0F18PVLJ1";"WD-3UXP-TSPV";"32";"";"735,36";"-4,6";"-197,35";"-197,35";"";"";"";"";"";"";"-";"";"-265,98";"-112";"";"155,43";"155,43";"267,43";"";"21,14";"138,78";"15 256";"26,84";"";""
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"30";"1";"509,4";"-18,68";"-46,19";"-46,19";"";"";"";"";"";"3,33";"-";"-14,73";"-227,59";"-59,7";"";"142,51";"142,51";"202,21";"";"27,98";"238,71";"11 535";"9,07";"";""
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98";"B0DH88L44J";"3E-J0TV-6W9S";"23";"";"528,54";"";"-107,47";"-107,47";"";"";"";"";"";"";"100";"4,48";"-238,81";"-103,04";"";"83,70";"83,70";"182,26";"";"15,84";"81,23";"19 342";"20,33";"";""
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"22";"";"439,56";"-11";"-88,24";"-88,24";"";"";"";"";"";"";"-";"";"-148,63";"-78,32";"";"113,37";"113,37";"191,69";"";"25,79";"144,75";"6 880";"20,07";"";""
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 19,62";"B0CRVTN11L";"Y1-7KOS-V5KR";"20";"1";"303,62";"";"-47,66";"-47,66";"";"";"";"";"";"5,00";"100";"-11,07";"-144,69";"-56";"";"44,20";"44,20";"97,4";"";"14,56";"78,93";"10 313";"15,70";"";""
"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler COG: 4,14 / Price: 22,98";"B08ZRWW1W4";"A6-H1II-ZKFG";"14";"";"321,72";"";"-60,08";"-60,08";"";"";"";"";"";"";"-";"";"-111,6";"-57,96";"";"92,08";"92,08";"150,04";"";"28,62";"158,87";"21 488";"18,67";"";""
"NewEleven Retirement Gifts, Farewell Gift, Goodbye Present for Coworkers, New Beginnings Gifts for Women Men, Christmas Gift for Coworkers Friends Work Bestie Boss Leader - 8 Oz Candle COG: 4,99 / Price: 15,98";"B0D7HMXCSP";"UB-TA3P-4YBQ";"14";"";"223,72";"";"";"";"";"";"";"";"";"";"-";"";"-106,7";"-69,86";"";"47,16";"47,16";"117,02";"";"21,08";"67,51";"83 172";"";"";""
"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler COG: 3,39 / Price: 19,98";"B089QFYLFB";"XH-ELQT-PEJ2";"13";"1";"259,74";"";"-26,87";"-26,87";"";"";"";"";"";"7,69";"-";"-17,34";"-96,74";"-44,07";"";"74,72";"74,72";"118,79";"";"28,77";"169,55";"11 608";"10,34";"";""
