(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FFH2DPYK,B0CLYRNFBT,"NewEleven Birthday Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",3N-MM56-1WA4,12,0,0.22%,0.00%,18,0,0.25%,0.00%,100.00%,0.00%,6,0,50.00%,0.00%,$95.94,$0.00,6,0
B0FGDHKH6G,B0CXXJ751C,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",7X-5K3W-K6CS,46,2,0.83%,2.47%,62,2,0.86%,1.94%,100.00%,100.00%,7,0,15.22%,0.00%,$111.86,$0.00,6,0
B0F8QTMBRV,B0CYPT8HM7,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass",C9-FSMU-8JV2,31,0,0.56%,0.00%,39,0,0.54%,0.00%,100.00%,0.00%,6,0,19.35%,0.00%,$101.88,$0.00,6,0
B0FD9QBGZH,B0DH87FYNN,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",UM-NFPU-HUFM,40,0,0.72%,0.00%,46,0,0.64%,0.00%,100.00%,0.00%,6,0,15.00%,0.00%,$119.88,$0.00,6,0
B0F4CLW9JM,B0DRT3MK34,"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament",87-ARXM-YV1I,19,0,0.34%,0.00%,33,0,0.46%,0.00%,100.00%,0.00%,6,0,31.58%,0.00%,$59.94,$0.00,6,0
B0FFGT9TWF,B0DVSKBSWN,"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",GE-UCH3-MNIE,55,3,0.99%,3.70%,71,4,0.99%,3.88%,100.00%,100.00%,6,0,10.91%,0.00%,$101.88,$0.00,6,0
B0FJDY1LNS,B0F189PXWB,"NewEleven Retirement Gift For Woman 2025 - Farewell Gifts For Coworkers, Boss, Friend, Teacher, Grandma - Coworker Leaving Gifts For Women From Friend, Family - Tumbler 12 Oz",L4-F4C9-QOS5,25,0,0.45%,0.00%,32,0,0.45%,0.00%,100.00%,0.00%,6,0,24.00%,0.00%,$137.88,$0.00,6,0
B0FFGT9TWF,B0F6M3X7LG,"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse",9Y-C7LJ-8AVP,50,0,0.90%,0.00%,69,0,0.96%,0.00%,100.00%,0.00%,6,0,12.00%,0.00%,$95.88,$0.00,6,0
B0FH6R5YTH,B0FC69Q8BS,"NewEleven Retirement Gift For Woman, Men - Heartfelt Message, Retirement Card For Boss, Friend - Coworker Leaving Gifts For Women From Friends, Colleague - Greeting Card",ZB-KCAW-W2E3,62,3,1.12%,3.70%,75,3,1.04%,2.91%,100.00%,100.00%,6,0,9.68%,0.00%,$35.94,$0.00,6,0
B0D6W5PCC1,B0C9BZRC4K,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass",YM-PHWT-7K9Y,17,0,0.31%,0.00%,24,0,0.33%,0.00%,85.71%,0.00%,5,0,29.41%,0.00%,$84.90,$0.00,5,0
B0D8699Y17,B0CJ2CNDQT,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Auntie Birthday Gift - Announcement, Promoted To Aunty - 16 Oz Coffee Glass",92-KAM5-CE6S,24,0,0.43%,0.00%,30,0,0.42%,0.00%,100.00%,0.00%,11,0,45.83%,0.00%,$164.78,$0.00,5,0
B0DP2KFK2P,B0DH7Y6RDX,"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass",IC-D6DJ-S9KY,19,0,0.34%,0.00%,24,0,0.33%,0.00%,100.00%,0.00%,5,0,26.32%,0.00%,$64.95,$0.00,5,0
B0F6M1XX87,B0F6M1XX87,"NewEleven Coworker Gifts For Women, Men - Funny Best Friend Present For Work Bestie, Boss, Friends - Gift For Boss, Employer, Bestfriend Gag Gift From Colleague, Friends - 20 Oz Tumbler",51-MNGA-I4QG,39,1,0.70%,1.23%,44,1,0.61%,0.97%,100.00%,100.00%,5,0,12.82%,0.00%,$84.90,$0.00,5,0
B0FHBBJ3JH,B0FC5SSDXK,"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card",D0-B6A7-C5GP,52,0,0.94%,0.00%,58,0,0.81%,0.00%,100.00%,0.00%,5,0,9.62%,0.00%,$33.95,$0.00,5,0
B0FHKT7T9Q,B0FC5XQTBQ,"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card",1A-JRBV-8HH8,23,0,0.41%,0.00%,26,0,0.36%,0.00%,100.00%,0.00%,5,0,21.74%,0.00%,$29.95,$0.00,5,0
B0FH6R5YTH,B0FC686CQV,"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card",27-N5JD-WKOZ,59,1,1.06%,1.23%,75,1,1.04%,0.97%,100.00%,100.00%,6,0,10.17%,0.00%,$47.94,$0.00,5,0
B0D6VF9KJW,B08CDFWN1Q,"NewEleven Valentines Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron",T7-POTQ-PD13,18,0,0.32%,0.00%,22,0,0.31%,0.00%,100.00%,0.00%,4,0,22.22%,0.00%,$63.92,$0.00,4,0
B0D6VF9KJW,B08ZYGT8SH,NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron,QV-HPXT-L8DT,53,2,0.95%,2.47%,61,2,0.85%,1.94%,100.00%,100.00%,4,0,7.55%,0.00%,$63.92,$0.00,4,0
B0DM95S8ZK,B0BRCJ5VYH,"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass",CZ-V369-AMB3,30,0,0.54%,0.00%,42,0,0.58%,0.00%,94.59%,0.00%,4,0,13.33%,0.00%,$39.96,$0.00,4,0
B0FD9QBGZH,B0CDLQGPKC,"NewEleven Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",38-P9JP-4W92,32,0,0.58%,0.00%,43,0,0.60%,0.00%,100.00%,0.00%,4,0,12.50%,0.00%,$63.92,$0.00,4,0
B0DKDWHJ2P,B0DCJM56W3,"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass",SG-SV6L-3ILW,48,3,0.86%,3.70%,66,6,0.92%,5.83%,100.00%,0.00%,4,0,8.33%,0.00%,$51.96,$0.00,4,0
B0FFGT9TWF,B0DVSKXLS5,"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",UI-VXIT-1YW7,72,0,1.30%,0.00%,94,0,1.31%,0.00%,100.00%,0.00%,4,0,5.56%,0.00%,$67.92,$0.00,4,0
B0FHKT7T9Q,B0F2T4JDF7,"NewEleven Birthday Gifts For Mom, Funny Card Gifts For Mom, Awesome Mommy Present From Daughter, Best Mother's Day Gift Idea For Wife, Sister - Humorous Greeting Card",AU-GMLU-KG6Z,28,0,0.50%,0.00%,29,0,0.40%,0.00%,96.30%,0.00%,4,0,14.29%,0.00%,$39.96,$0.00,4,0
B0FFGT9TWF,B0F8VPS7QN,"NewEleven Best Friend Birthday Gifts For Women - Best Friend Gift For Her, Him - Bestie Gift, Christian Present From Friends - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",FY-G9UN-GE5E,25,1,0.45%,1.23%,33,2,0.46%,1.94%,100.00%,0.00%,4,0,16.00%,0.00%,$71.92,$0.00,4,0
B0FH6R5YTH,B0FC5XL613,"NewEleven Funny Gifts For Boss - Thank You Card, Appreciation Present, Birthday Boss Gifts For Women, Men - Manager Gift From Staff, Coworker, Colleague - Greeting Card",UU-WJ6M-WTFN,41,0,0.74%,0.00%,47,0,0.65%,0.00%,100.00%,0.00%,4,0,9.76%,0.00%,$17.97,$0.00,4,0
B0FH6R5YTH,B0FC68NMQ2,"NewEleven Farewell Gifts For Coworkers - Coworker Leaving Gifts For Women, Goodbye Gift Card, Going Away Gift For Colleague, Work Bestie - Greeting Card",UO-G2CF-RBYF,33,2,0.59%,2.47%,37,3,0.51%,2.91%,100.00%,100.00%,4,1,12.12%,50.00%,$23.96,$5.99,4,1
B0D6V486CJ,B09XDFF8FF,"NewEleven 20 Oz Tumbler - Farewell Gift for Coworker, BPA-Free Stainless Steel Drinking Cup, Double Wall Vacuum Insulation, Going Away Gift for Men Women, Good Luck Gifts",HR-LSGT-JYQH,157,4,2.83%,4.94%,176,5,2.45%,4.85%,99.42%,100.00%,3,0,1.91%,0.00%,$59.94,$0.00,3,0
B0DM95S8ZK,B0BRCG7S9H,"NewEleven Gifts For Dog Lovers, Dogs Owners, Dog Moms, Fur Mama - Dog Mom Gifts For Women - Cute Funny Gift For Women, Best Friend, Girlfriend - 16 Oz Coffee Glass",2R-X9LF-IOEW,16,1,0.29%,1.23%,16,1,0.22%,0.97%,93.33%,100.00%,8,0,50.00%,0.00%,$79.92,$0.00,3,0
B0D8699Y17,B0BYCT1SRJ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass",LH-BSSY-KKX9,33,0,0.59%,0.00%,61,0,0.85%,0.00%,100.00%,0.00%,6,0,18.18%,0.00%,$95.88,$0.00,3,0
B0D6YH6BCN,B0BYDDFNBD,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Bookish Gift for Readers, Librarians, Bookaholics, Bookworm - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass",BC-HKBD-KBAM,33,0,0.59%,0.00%,38,0,0.53%,0.00%,100.00%,0.00%,3,0,9.09%,0.00%,$44.94,$0.00,3,0
B0DYP51XSW,B0C3CW184G,"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler",L6-4LV1-54DE,13,0,0.23%,0.00%,13,0,0.18%,0.00%,100.00%,0.00%,3,0,23.08%,0.00%,$59.94,$0.00,3,0
