"Product";"ASIN";"SKU";"Units";"Refunds";"Sales";"Promo";"Ads";"Sponsored products (PPC)";"Sponsored Display";"Sponsored brands (HSA)";"Sponsored Brands Video";"Google ads";"Facebook ads";"% Refunds";"Sellable Quota";"Refund сost";"Amazon fees";"Cost of Goods";"Shipping";"Gross profit";"Net profit";"Estimated payout";"Expenses";"Margin";"ROI";"BSR";"Real ACOS";"Sessions";"Unit Session Percentage"
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 3,29 / Price: 19,98";"B0DH7YGD9Q";"EC-NYJH-0YZA";"29";"";"579,42";"";"-159,85";"-159,85";"";"";"";"";"";"";"-";"";"-215,81";"-95,41";"";"108,35";"108,35";"203,76";"";"18,70";"113,56";"3 023";"27,59";"";""
"NewEleven Retirement Gifts For Men 2025 - Coworker Leaving, Goodbye Gift, Farewell Gifts For Coworkers, Friends, Dad, Grandpa - Retirement Gift For Men From Friend, Family, Colleague - Whiskey Glass COG: 1,96 / Price: 22,98";"B0F18CMJ3L";"CU-4EWE-9UH1";"27";"";"620,46";"-3,45";"-107,42";"-107,42";"";"";"";"";"";"";"-";"";"-224,21";"-52,92";"";"232,46";"232,46";"285,38";"";"37,47";"439,27";"9 002";"17,31";"";""
"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gift - Birthday Present Ideas For Father, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler COG: 3,56 / Price: 19,98";"B0CG8N67SJ";"FQ-Q5JW-E8TK";"17";"";"339,66";"-10";"-88,35";"-88,35";"";"";"";"";"";"";"100";"3,56";"-99,29";"-71,2";"";"74,38";"74,38";"142,02";"";"21,90";"104,47";"6 656";"26,01";"";""
"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass COG: 2,58 / Price: 15,98";"B0CQJZP6TK";"FJ-K5JP-AWYT";"16";"";"239,7";"";"-44,81";"-44,81";"";"";"";"";"";"";"-";"";"-111,28";"-41,28";"";"42,33";"42,33";"83,61";"";"17,66";"102,54";"20 670";"18,69";"";""
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler COG: 4,21 / Price: 22,98";"B08R8R2LQF";"JC-JMFX-W7IY";"15";"";"344,7";"";"-44,44";"-44,44";"";"";"";"";"";"";"-";"";"-119,52";"-63,15";"";"117,59";"117,59";"180,74";"";"34,11";"186,21";"21 282";"12,89";"";""
"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass COG: 2,11 / Price: 15,98";"B0DGGDN9WS";"SZ-GAM6-6BB0";"15";"1";"239,7";"-0,8";"-17,62";"-17,62";"";"";"";"";"";"6,67";"-";"-13,87";"-112,54";"-31,65";"";"63,22";"63,22";"94,87";"";"26,37";"199,75";"10 299";"7,35";"";""
"NewEleven 40th Birthday Gifts For Women, Her - 1985 40th Birthday Decorations For Women - 40 Year Old Gifts For Her, Mom, Wife, Sister, Friends - 16 Oz Coffee Glass COG: 1,99 / Price: 16,98";"B0DGGDX9P5";"EI-6RN9-0Z0A";"15";"";"254,7";"";"-68,79";"-68,79";"";"";"";"";"";"";"-";"";"-115,23";"-29,85";"";"40,83";"40,83";"70,68";"";"16,03";"136,78";"10 299";"27,01";"";""
"NewEleven 60th Birthday Gifts For Women - 1965 60th Birthday Decorations For Woman - Turning 60-60 Year Old Gifts For Women, Mom, Wife - 20 Oz Tumbler COG: 3,26 / Price: 21,98";"B0DM63J16N";"CB-D2S7-7LAE";"15";"";"329,7";"";"-64,13";"-64,13";"";"";"";"";"";"";"-";"";"-116,34";"-48,9";"";"100,33";"100,33";"149,23";"";"30,43";"205,17";"3 023";"19,45";"";""
"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass COG: 2,8 / Price: 15,98";"B0CRVTN11L";"Y1-7KOS-V5KR";"14";"";"223,72";"";"-67,86";"-67,86";"";"";"";"";"";"";"-";"";"-106,64";"-39,2";"";"10,02";"10,02";"49,22";"";"4,48";"25,56";"9 476";"30,33";"";""
"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card COG: 0,42 / Price: 6,99";"B0FC5SSDXK";"D0-B6A7-C5GP";"12";"";"83,88";"";"-9,91";"-9,91";"";"";"";"";"";"";"-";"";"-41,36";"-5,04";"";"27,57";"27,57";"32,61";"";"32,87";"547,02";"23 085";"11,81";"";""
"NewEleven Retirement Gifts, Farewell Gift, Goodbye Present for Coworkers, New Beginnings Gifts for Women Men, Christmas Gift for Coworkers Friends Work Bestie Boss Leader - 8 Oz Candle COG: 4,99 / Price: 15,98";"B0D7HMXCSP";"UB-TA3P-4YBQ";"11";"";"175,78";"";"";"";"";"";"";"";"";"";"-";"";"-71,16";"-54,89";"";"49,73";"49,73";"104,62";"";"28,29";"90,60";"74 396";"";"";""
"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse COG: 2,59 / Price: 18,98";"B0F13S4HSG";"M7-LMCU-PTYK";"11";"";"208,78";"";"-79,22";"-79,22";"";"";"";"";"";"";"-";"";"-80,13";"-28,49";"";"20,94";"20,94";"49,43";"";"10,03";"73,50";"14 682";"37,94";"";""
"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler COG: 3,5 / Price: 22,98";"B0F18PVLJ1";"WD-3UXP-TSPV";"11";"";"252,78";"";"-84,89";"-84,89";"";"";"";"";"";"";"-";"";"-91,55";"-38,5";"";"37,84";"37,84";"76,34";"";"14,97";"98,29";"12 455";"33,58";"";""
"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card COG: 0,39 / Price: 7,99";"B0FC69XTZ9";"B4-IRKZ-AKKE";"11";"";"87,89";"";"-46,31";"-46,31";"";"";"";"";"";"";"-";"";"-39,63";"-4,29";"";"-2,34";"-2,34";"1,95";"";"-2,66";"-54,55";"9 104";"52,69";"";""
"NewEleven Retirement Gift For Woman 2025 - Cool Retirement Gifts - Coworker Leaving Gifts, Farewell Presents, Retired Decorations, Farewell Goodbye Gift For Coworkers, Friends - 16 Oz Wine Glass COG: 4,48 / Price: 22,98";"B0DH88L44J";"3E-J0TV-6W9S";"10";"3";"229,8";"";"-96,55";"-96,55";"";"";"";"";"";"30,00";"100";"-55,51";"-104";"-44,8";"";"-71,06";"-71,06";"-30,74";"";"-30,92";"-158,62";"17 395";"42,01";"";""
"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat COG: 1,99 / Price: 17,98";"B0DHC2C1S4";"S1-6FQM-HSP6";"10";"";"179,8";"";"-10,56";"-10,56";"";"";"";"";"";"";"-";"";"-85,66";"-19,9";"";"63,68";"63,68";"83,58";"";"35,42";"320,00";"123 585";"5,87";"";""
"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse COG: 1,99 / Price: 16,98";"B0DVSKXLS5";"UI-VXIT-1YW7";"10";"";"169,8";"";"-29,78";"-29,78";"";"";"";"";"";"";"-";"";"-69,65";"-19,9";"";"50,47";"50,47";"70,37";"";"29,72";"253,62";"14 682";"17,54";"";""
"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse COG: 2,62 / Price: 0";"B0F6M3X7LG";"9Y-C7LJ-8AVP";"10";"";"152,82";"-3,57";"-19,04";"-19,04";"";"";"";"";"";"";"-";"";"-59,78";"-26,2";"";"44,23";"44,23";"70,43";"";"28,94";"168,82";"14 682";"12,46";"";""
"NewEleven 60th Birthday Gifts For Women - 1965 Birthday Decorations For Women - Happy 60th Celebration Gifts - Gift for turning 60 For Mom, Wife, Aunt - 12 Oz Wine Tumbler COG: 3,31 / Price: 19,98";"B08R8PXYL6";"ZG-6MPB-F5JV";"9";"";"179,82";"-2";"-45,7";"-45,7";"";"";"";"";"";"";"100";"3,31";"-66,63";"-29,79";"";"39,01";"39,01";"65,49";"";"21,69";"130,95";"9 937";"25,41";"";""
"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler COG: 3,39 / Price: 19,98";"B089QFYLFB";"XH-ELQT-PEJ2";"8";"";"159,84";"";"-29,88";"-29,88";"";"";"";"";"";"";"100";"3,39";"-59,55";"-27,12";"";"46,68";"46,68";"70,41";"";"29,20";"172,12";"9 937";"18,69";"";""
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass COG: 2,23 / Price: 15,98";"B0BYCT1SRJ";"LH-BSSY-KKX9";"8";"6";"127,84";"-3,36";"-31,76";"-31,76";"";"";"";"";"";"75,00";"";"-74,88";"-60,38";"-17,84";"";"-60,38";"-60,38";"-42,54";"";"-47,23";"-338,45";"28 016";"24,84";"";""
"NewEleven 70th Birthday Gifts For Men Women - 1955 70th Birthday Decorations - Gifts For Men Women Turning 70-70 Year Old Gifts For Man, Woman - 20 Oz Tumbler COG: 3,32 / Price: 19,98";"B0DHCGTL3R";"DF-AWOB-F9BG";"8";"";"159,84";"";"-40,02";"-40,02";"";"";"";"";"";"";"-";"";"-59,53";"-26,56";"";"33,73";"33,73";"60,29";"";"21,10";"127,00";"3 023";"25,04";"";""
"NewEleven Class Of 2025 Graduation Gifts For Her, Friends - Funny Master Degree, College Graduation Gifts From Friends And Family - 16 Oz Coffee Glass COG: 2,3 / Price: 9,99";"B0DWMZXCZP";"UZ-8P0A-GPKD";"8";"";"79,92";"-6,99";"-4,73";"-4,73";"";"";"";"";"";"";"-";"";"-45,81";"-18,4";"";"3,99";"3,99";"22,39";"";"4,99";"21,68";"147 381";"5,92";"";""
