(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0F8QTMBRV,B0DGGDN9WS,"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass",SZ-GAM6-6BB0,76,1,1.47%,1.30%,114,1,1.70%,1.00%,100.00%,0.00%,14,0,18.42%,0.00%,$223.72,$0.00,12,0
B0FD9QBGZH,B0DH7X6R1J,NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler,YJ-F5N3-DGJ5,62,3,1.20%,3.90%,79,3,1.18%,3.00%,100.00%,100.00%,12,0,19.35%,0.00%,$263.76,$0.00,12,0
B0FFGT9TWF,B0F13S4HSG,"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse",M7-LMCU-PTYK,157,1,3.03%,1.30%,195,1,2.91%,1.00%,100.00%,100.00%,12,0,7.64%,0.00%,$227.76,$0.00,12,0
B0FJDLVWD4,B0CY4MC1GJ,"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler",YJ-23CQ-KDB5,65,1,1.26%,1.30%,90,1,1.34%,1.00%,97.40%,0.00%,11,0,16.92%,0.00%,$175.78,$0.00,11,0
B0FCLHRJ36,B0FCLHRJ36,"NewEleven Birthday Gifts for Women - Thank You Present, Christian Gifts for Women, Mom, Teacher - Inspirational Gift for Coworker - Handmade Positive Sunflower Doll Crochet with Card",0M-ATAJ-MC5Y,114,0,2.20%,0.00%,155,0,2.31%,0.00%,100.00%,0.00%,11,0,9.65%,0.00%,$109.89,$0.00,11,0
B0DYP51XSW,B09XXP5V2W,"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler",FL-GKXG-L8RH,59,0,1.14%,0.00%,72,0,1.07%,0.00%,100.00%,0.00%,10,0,16.95%,0.00%,$199.80,$0.00,10,0
B0DVYKZQJ5,B0CJ2CKDR8,"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass",SE-AHQ6-UUXA,28,0,0.54%,0.00%,45,0,0.67%,0.00%,100.00%,0.00%,13,0,46.43%,0.00%,$168.74,$0.00,10,0
B0FFH2DPYK,B0CYS94K31,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler",75-LNB7-IBAL,18,0,0.35%,0.00%,30,0,0.45%,0.00%,100.00%,0.00%,12,0,66.67%,0.00%,$215.76,$0.00,10,0
B0FH6R5YTH,B0FC69GZW9,"NewEleven Retirement Gifts - Retirement Card For Women, Men, Boss - Coworker Leaving Gifts For Women, Happy Farewell Card, Meaningful Gift From Colleague - Greeting Card",W6-C0RK-V9ZB,56,0,1.08%,0.00%,77,0,1.15%,0.00%,100.00%,0.00%,10,0,17.86%,0.00%,$59.90,$0.00,10,0
B0DVZ9NWDG,B092HNBJT6,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",W7-BHYY-1NZC,60,1,1.16%,1.30%,75,2,1.12%,2.00%,100.00%,100.00%,10,1,16.67%,100.00%,$199.80,$19.98,9,1
B0FGDHKH6G,B0BRB6NJCT,"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass",MF-GYAU-GTQX,69,2,1.33%,2.60%,95,2,1.42%,2.00%,98.84%,100.00%,9,0,13.04%,0.00%,$119.84,$0.00,9,0
B0FD9QBGZH,B0DH86X93V,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Him, Her - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",Z0-L1YB-49DF,33,0,0.64%,0.00%,45,0,0.67%,0.00%,100.00%,0.00%,9,0,27.27%,0.00%,$179.82,$0.00,9,0
B0FFGT9TWF,B0FBQZZK71,"NewEleven Gifts For Grandma - Christian Gift, Nana Gift, Grandma Birthday Gifts From Granddaughter, Grandson, Kids - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",RW-PY02-EIMY,77,1,1.49%,1.30%,93,1,1.39%,1.00%,100.00%,0.00%,9,0,11.69%,0.00%,$161.82,$0.00,9,0
B0D8699Y17,B0BYCT1SRJ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass",LH-BSSY-KKX9,36,1,0.70%,1.30%,49,1,0.73%,1.00%,100.00%,100.00%,11,0,30.56%,0.00%,$175.78,$0.00,8,0
B0F8QTMBRV,B0CYPT8HM7,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Glass - 16 Oz Coffee Glass",C9-FSMU-8JV2,32,0,0.62%,0.00%,38,0,0.57%,0.00%,100.00%,0.00%,7,0,21.88%,0.00%,$118.86,$0.00,7,0
B0DKDWHJ2P,B0DCJM56W3,"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass",SG-SV6L-3ILW,35,0,0.68%,0.00%,42,0,0.63%,0.00%,100.00%,0.00%,7,0,20.00%,0.00%,$90.93,$0.00,7,0
B0FHBBJ3JH,B0FC5SSDXK,"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card",D0-B6A7-C5GP,33,0,0.64%,0.00%,41,0,0.61%,0.00%,100.00%,0.00%,7,0,21.21%,0.00%,$48.93,$0.00,7,0
B0FGDHKH6G,B0CXXJ751C,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",7X-5K3W-K6CS,34,0,0.66%,0.00%,46,0,0.69%,0.00%,100.00%,0.00%,6,0,17.65%,0.00%,$95.88,$0.00,6,0
B0DPKY9KZ1,B0D9L8P1XL,"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle",1G-WJN6-34JP,30,0,0.58%,0.00%,35,0,0.52%,0.00%,96.97%,0.00%,6,0,20.00%,0.00%,$107.88,$0.00,6,0
B0FFGT9TWF,B0F6M3X7LG,"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse",9Y-C7LJ-8AVP,50,1,0.97%,1.30%,70,1,1.04%,1.00%,100.00%,100.00%,6,0,12.00%,0.00%,$84.90,$0.00,6,0
B0FH6R5YTH,B0FC6158DB,"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card",6B-3XRW-U6OQ,76,0,1.47%,0.00%,89,0,1.33%,0.00%,100.00%,0.00%,7,0,9.21%,0.00%,$55.93,$0.00,6,0
B0FH6R5YTH,B0FC6B7XH2,"NewEleven Retirement Card For Woman, Men - Funny Retirement Present, Goodbye Gifts For Coworkers, Farewell Gifts For Men, Boss From Coworker - Greeting Card",XL-UV7U-G4EA,33,0,0.64%,0.00%,34,0,0.51%,0.00%,100.00%,0.00%,6,0,18.18%,0.00%,$35.94,$0.00,6,0
B0D6VF9KJW,B08CDFWN1Q,"NewEleven Valentines Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron",T7-POTQ-PD13,19,1,0.37%,1.30%,30,1,0.45%,1.00%,100.00%,0.00%,5,0,26.32%,0.00%,$79.90,$0.00,5,0
B0FFH2DPYK,B08R8PXYL6,"NewEleven 60th Birthday Gifts For Women - 1965 Birthday Decorations For Women - Happy 60th Celebration Gifts - Gift for turning 60 For Mom, Wife, Aunt - 12 Oz Wine Tumbler",ZG-6MPB-F5JV,36,0,0.70%,0.00%,45,0,0.67%,0.00%,100.00%,0.00%,5,0,13.89%,0.00%,$99.90,$0.00,5,0
B0D6VF9KJW,B08ZYGT8SH,NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron,QV-HPXT-L8DT,42,1,0.81%,1.30%,52,5,0.78%,5.00%,100.00%,0.00%,5,0,11.90%,0.00%,$79.90,$0.00,5,0
B0DVZ9NWDG,B09ZYCD6GX,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",1Q-FSNP-VBED,33,1,0.64%,1.30%,48,2,0.72%,2.00%,100.00%,100.00%,5,0,15.15%,0.00%,$99.90,$0.00,5,0
B0F9W75LLW,B0CKYJ8WLN,"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler",FM-KSML-Z7CU,26,0,0.50%,0.00%,34,0,0.51%,0.00%,100.00%,0.00%,5,0,19.23%,0.00%,$89.90,$0.00,5,0
B0FGDHKH6G,B0CRKQR2KF,"NewEleven Gift For Friends, Bestie - Birthday Gifts for Women Friendship - Unique Friendship Gifts For Women, Friend, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass",C6-OPZ3-4B3S,42,2,0.81%,2.60%,60,4,0.90%,4.00%,98.18%,0.00%,5,0,11.90%,0.00%,$74.90,$0.00,5,0
B0FFGT9TWF,B0F13VCCMP,"NewEleven Daughter Birthday Gifts - Gifts For Daughter, Daughters In Law - Daughters Birthday Gift Ideas From Mom, Dad - Decorative Glass Scripture Jar With 92 Bible Verse",CG-9LUS-K14G,49,1,0.95%,1.30%,56,1,0.84%,1.00%,100.00%,100.00%,6,1,12.24%,100.00%,$107.88,$17.98,5,1
B0FG7PKPXP,B0CBJR253J,"NewEleven Gifts For Nurse - Nurse Gift For Women - Caregiver Appreciation Gifts, Nursing Student, Nurses Practitioner - RN Gift For Nurses Women - 16 Oz Coffee Glass",DM-ZO4D-MA58,16,0,0.31%,0.00%,21,0,0.31%,0.00%,100.00%,0.00%,4,0,25.00%,0.00%,$39.96,$0.00,4,0
B0DKFMCWJ8,B0DHC932W2,"NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat",HO-F3TN-5J1L,17,0,0.33%,0.00%,29,0,0.43%,0.00%,100.00%,0.00%,5,0,29.41%,0.00%,$89.90,$0.00,4,0
B0FFGT9TWF,B0DVSKXLS5,"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",UI-VXIT-1YW7,52,0,1.01%,0.00%,62,0,0.93%,0.00%,96.61%,0.00%,4,0,7.69%,0.00%,$67.92,$0.00,4,0
B0FFGT9TWF,B0F7XCP31P,"NewEleven Gift For Brother - Brother Birthday Gifts, Christian Gifts For Little, Adult Bro, Sibling - Meaningful Gift For Brothers From Sister, Family - Bible Jar",JB-RJTD-OQ2R,33,0,0.64%,0.00%,36,0,0.54%,0.00%,100.00%,0.00%,4,1,12.12%,0.00%,$75.92,$18.98,4,1
B0FFGT9TWF,B0FBRBL1CQ,"NewEleven Gifts For Aunt - Aunt Birthday Gifts From Niece, Newphew, Kids - Auntie Gift Ideas, Christian Gift For Aunt, Auntie - Decorative Glass Scripture Jar With 92 Bible Verse",O8-51RP-7R9U,45,0,0.87%,0.00%,61,0,0.91%,0.00%,100.00%,0.00%,4,0,8.89%,0.00%,$66.92,$0.00,4,0
B0FH6R5YTH,B0FC5W1QX7,"NewEleven Boss Gifts For Women, Men - Boss Birthday Card, Thank You Gift, Heartfelt Message For Leader - Appreciation Present For Manager Form Colleague, Coworker - Greeting Card",SS-6UAT-LTMJ,27,0,0.52%,0.00%,32,0,0.48%,0.00%,100.00%,0.00%,4,1,14.81%,0.00%,$19.96,$4.99,4,1
B0FHKT7T9Q,B0FC5XQTBQ,"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card",1A-JRBV-8HH8,16,0,0.31%,0.00%,25,0,0.37%,0.00%,95.83%,0.00%,4,0,25.00%,0.00%,$23.96,$0.00,4,0
B0FHKT7T9Q,B0FC6CY15S,"NewEleven Cat Mom Gifts For Women - Cat Birthday Card, Funny Gift For Cat Lover, Cat Mom, Her - Cat Lover Gifts For Women From Friend, Family - Greeting Card",5P-CAQZ-6FK5,39,1,0.75%,1.30%,52,1,0.78%,1.00%,97.87%,0.00%,4,0,10.26%,0.00%,$27.96,$0.00,4,0
B0FHBBJ3JH,B0FC6FNMMD,"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card",TU-XEZX-HS89,43,0,0.83%,0.00%,52,0,0.78%,0.00%,100.00%,0.00%,4,0,9.30%,0.00%,$27.96,$0.00,4,0
B0FFH2DPYK,B089QFK8NV,"NewEleven 40th Birthday Gifts For Women - 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12 Oz Tumbler",6O-P3K0-CFHN,14,0,0.27%,0.00%,20,0,0.30%,0.00%,100.00%,0.00%,3,0,21.43%,0.00%,$44.97,$0.00,3,0
B0DM95S8ZK,B0BRCJ5VYH,"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass",CZ-V369-AMB3,14,0,0.27%,0.00%,15,0,0.22%,0.00%,100.00%,0.00%,3,0,21.43%,0.00%,$29.97,$0.00,3,0
B0D6W5PCC1,B0C9BZRC4K,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass",YM-PHWT-7K9Y,15,1,0.29%,1.30%,19,1,0.28%,1.00%,88.89%,100.00%,3,1,20.00%,100.00%,$50.94,$16.98,3,1
B0FJDLVWD4,B0C9D2PHMH,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Aunt, New Auntie, Sister - Aunty Birthday Gift, Announcement, Promoted To Auntie, Best Aunty Ever - 20 Oz Tumbler",GX-USB4-E6T8,13,1,0.25%,1.30%,18,1,0.27%,1.00%,100.00%,0.00%,4,0,30.77%,0.00%,$63.92,$0.00,3,0
B0DVZ9NWDG,B0CDLPSMGF,"NewEleven Coworker Leaving Gifts - Farewell, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",CO-C7X6-C1NV,12,0,0.23%,0.00%,17,0,0.25%,0.00%,100.00%,0.00%,3,0,25.00%,0.00%,$59.94,$0.00,3,0
B0D6YH6BCN,B0CKYMNV39,"NEWELEVEN Christmas Book Lovers Gifts for Women, Friends - Bookshelf Cup, Accessories for Writers, Readers, Librarian, Bookaholic, Bookworm - 16 Oz Coffee Glass",QE-7AYT-7B4M,13,1,0.25%,1.30%,16,1,0.24%,1.00%,100.00%,0.00%,3,0,23.08%,0.00%,$29.97,$0.00,3,0
B0F9W75LLW,B0CM5RJ8VD,"NewEleven Fathers Day Gift For Dad - Birthday Gifts For Dad From Kids - Husband Gift - Birthday Present Ideas For Father, Husband, New Papa, Bonus Father From Daughter, Son - 20 Oz Tumbler",1J-71GS-RJFC,30,0,0.58%,0.00%,43,0,0.64%,0.00%,100.00%,0.00%,3,0,10.00%,0.00%,$59.94,$0.00,3,0
B0DP2KFK2P,B0DH7Y6RDX,"NewEleven 50th Birthday Gifts For Her, Women - Vintage 1975 50th Birthday Decorations For Women - 50 Year Old Present Ideas For Wife, Mom, Grandma, Aunt, Friends, Female - 16 Oz Wine Glass",IC-D6DJ-S9KY,14,0,0.27%,0.00%,19,0,0.28%,0.00%,100.00%,0.00%,4,0,28.57%,0.00%,$51.96,$0.00,3,0
B0FD9QBGZH,B0DH87FYNN,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",UM-NFPU-HUFM,33,1,0.64%,1.30%,44,3,0.66%,3.00%,100.00%,100.00%,3,0,9.09%,0.00%,$59.94,$0.00,3,0
B0DKJ5THF2,B0DHC2C1S4,"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat",S1-6FQM-HSP6,16,0,0.31%,0.00%,22,0,0.33%,0.00%,100.00%,0.00%,3,0,18.75%,0.00%,$53.94,$0.00,3,0
B0FFGT9TWF,B0DVSKBSWN,"NewEleven Fathers Day Gift For Dad, Birthday Gifts For Dad From Daughter, Son - New Dad Gift, Bible Jar For Father - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",GE-UCH3-MNIE,35,1,0.68%,1.30%,50,1,0.75%,1.00%,100.00%,100.00%,3,0,8.57%,0.00%,$33.96,$0.00,3,0
B0FHKT7T9Q,B0F2TC6CP7,"NewEleven Funny Gifts For Mom, Mothers Day Card For Mom From Daughter, Kids On Mother's Day - Funny Mothers Day Gifts, Birthday Present, Humorous Greeting Cards For Mother",GI-HLHH-RG89,15,0,0.29%,0.00%,17,0,0.25%,0.00%,100.00%,0.00%,3,0,20.00%,0.00%,$23.97,$0.00,3,0
B0FHKT7T9Q,B0F2TDMHFC,"NewEleven Gifts For Mom - Birthday Card For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - Greeting Card",LT-01MF-LZ2N,37,0,0.72%,0.00%,41,0,0.61%,0.00%,97.44%,0.00%,3,0,8.11%,0.00%,$29.97,$0.00,3,0
B0FH6R5YTH,B0FC5XL613,"NewEleven Funny Gifts For Boss - Thank You Card, Appreciation Present, Birthday Boss Gifts For Women, Men - Manager Gift From Staff, Coworker, Colleague - Greeting Card",UU-WJ6M-WTFN,25,0,0.48%,0.00%,28,0,0.42%,0.00%,100.00%,0.00%,3,0,12.00%,0.00%,$17.97,$0.00,3,0
B0FH6R5YTH,B0FC686CQV,"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card",27-N5JD-WKOZ,41,1,0.79%,1.30%,52,2,0.78%,2.00%,100.00%,100.00%,3,0,7.32%,0.00%,$23.97,$0.00,3,0
B0FH6R5YTH,B0FC69XTZ9,"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card",B4-IRKZ-AKKE,49,0,0.95%,0.00%,63,0,0.94%,0.00%,100.00%,0.00%,3,0,6.12%,0.00%,$23.97,$0.00,3,0
B0FHBBJ3JH,B0FC6DL8X8,"NewEleven Wedding Gifts For Couples 2025 - Heartfelt Message, Meaningful Wedding Card For Bride, Groom - Newly Wed Gifts For The Couple From Friend, Family - Greeting Card",XK-EXGK-T2H0,26,1,0.50%,1.30%,33,1,0.49%,1.00%,100.00%,100.00%,3,0,11.54%,0.00%,$17.97,$0.00,3,0
B0FJDLVWD4,B09792XF8F,"NewEleven Gift For Brother From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law - Funny Gag Gifts For Men - 20 Oz Tumbler",CC-VIYV-1LFP,15,0,0.29%,0.00%,20,0,0.30%,0.00%,100.00%,0.00%,2,0,13.33%,0.00%,$39.96,$0.00,2,0
