(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0FJYFJ3WN,B0F18PVLJ1,"NewEleven Retirement Gift For Woman, Men 2025 - Goodbye Present, Going Away Gift, Farewell Gifts For Coworkers - Retirement Gifts For Men, Women From Colleague, Friend, Family - 20 Oz Tumbler",WD-3UXP-TSPV,80,1,1.41%,1.32%,127,1,1.77%,1.05%,100.00%,100.00%,12,0,15.00%,0.00%,$275.76,$0.00,12,0
B0FD9QBGZH,B0DH7X6R1J,NewEleven 50th Birthday Gifts For Women - 1975 50th Birthday Decorations For Women - Gifts For Her Turning 50 Year Old - 20 Oz Tumbler,YJ-F5N3-DGJ5,76,0,1.34%,0.00%,101,0,1.41%,0.00%,100.00%,0.00%,11,0,14.47%,0.00%,$241.78,$0.00,11,0
B0FHKT7T9Q,B0FC6DJMD9,"NewEleven Gifts For Mom - Heartfelt Message, Birthday Card For Mom From Daughter, Son, Kids - Meaningful Gift, Unique Present For Mother - Greeting Card",1E-URHL-R626,73,1,1.28%,1.32%,87,1,1.21%,1.05%,100.00%,0.00%,10,0,13.70%,0.00%,$59.90,$0.00,10,0
B0D83GTKZK,B08R8R2LQF,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler",JC-JMFX-W7IY,26,1,0.46%,1.32%,39,1,0.54%,1.05%,100.00%,100.00%,9,0,34.62%,0.00%,$206.82,$0.00,9,0
B0D8699Y17,B0BYCT1SRJ,"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For Auntie, Sister - Aunty Birthday Gift - Announcement, Promoted To Aunt - 16 Oz Coffee Glass",LH-BSSY-KKX9,32,0,0.56%,0.00%,51,0,0.71%,0.00%,100.00%,0.00%,10,1,31.25%,0.00%,$159.80,$15.98,9,1
B0DKDWHJ2P,B0CRVTN11L,"NewEleven Gifts For Mom, New Mother - Gifts For a Mom of Boys, Pregnant Mother, Expecting Momomy, Mama, Moms To Be, Mommy To Be - 16 Oz Coffee Glass",Y1-7KOS-V5KR,169,0,2.97%,0.00%,235,0,3.27%,0.00%,63.72%,0.00%,9,0,5.33%,0.00%,$143.82,$0.00,9,0
B0FG7QMV1Y,B0D7HMXCSP,"NewEleven Retirement Gifts, Farewell Gift, Goodbye Present for Coworkers, New Beginnings Gifts for Women Men, Christmas Gift for Coworkers Friends Work Bestie Boss Leader - 8 Oz Candle",UB-TA3P-4YBQ,66,0,1.16%,0.00%,81,0,1.13%,0.00%,100.00%,0.00%,9,0,13.64%,0.00%,$143.82,$0.00,9,0
B0FJDLVWD4,B0CY4MC1GJ,"NewEleven Gifts For Him - Fishing Gifts For Men, Dad, Fisherman, Father - Practical Gift, Dad Birthday Present, Men, Husband - 20 Oz Tumbler",YJ-23CQ-KDB5,48,0,0.84%,0.00%,61,0,0.85%,0.00%,100.00%,0.00%,8,0,16.67%,0.00%,$127.84,$0.00,8,0
B0FD9QBGZH,B0DH83T7MF,"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Him Her - Present For Men Women Turning 50 Year Old Gifts For Mom, Dad, Wife, Husband - 20 Oz Tumbler",RP-GISO-TOFC,38,0,0.67%,0.00%,42,0,0.58%,0.00%,100.00%,0.00%,8,0,21.05%,0.00%,$159.84,$0.00,8,0
B0FD9QBGZH,B0DH86X93V,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Him, Her - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",Z0-L1YB-49DF,37,0,0.65%,0.00%,53,0,0.74%,0.00%,100.00%,0.00%,8,0,21.62%,0.00%,$159.84,$0.00,8,0
B0FFGT9TWF,B0DVSKXLS5,"NewEleven Gifts For Mom, Birthday Gifts For Mom From Daughters, Son - New Mom Gift, Mother In Law - Bible Jar For Mom - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",UI-VXIT-1YW7,65,1,1.14%,1.32%,87,3,1.21%,3.16%,96.25%,0.00%,8,0,12.31%,0.00%,$135.84,$0.00,8,0
B0FFGT9TWF,B0F13S4HSG,"NewEleven Sister Birthday Gifts - Gift For Sister, Soul Sis, Sisters In Law - Sisters Gifts From Sister, Brother, Friend, Family - Decorative Glass Scripture Jar With 92 Bible Verse",M7-LMCU-PTYK,174,2,3.06%,2.63%,220,4,3.06%,4.21%,100.00%,100.00%,8,0,4.60%,0.00%,$151.84,$0.00,8,0
B0FH6R5YTH,B0FC69GZW9,"NewEleven Retirement Gifts - Retirement Card For Women, Men, Boss - Coworker Leaving Gifts For Women, Happy Farewell Card, Meaningful Gift From Colleague - Greeting Card",W6-C0RK-V9ZB,49,1,0.86%,1.32%,64,1,0.89%,1.05%,100.00%,100.00%,8,1,16.33%,100.00%,$47.92,$5.99,8,1
B0F8QTMBRV,B0DGGDN9WS,"NewEleven 30th Birthday Gifts For Her Women - 1995 30th Birthday Decorations For Woman - 30 Year Old Gifts Idea For Friends, Sister - 16 Oz Coffee Glass",SZ-GAM6-6BB0,83,2,1.46%,2.63%,114,3,1.59%,3.16%,100.00%,100.00%,7,0,8.43%,0.00%,$111.86,$0.00,7,0
B0FHKT7T9Q,B0FC5TBFWB,"NewEleven Dog Dad Gifts For Men - Humorous Present, Cute Birthday Gifts For Dog Lovers, Husband, Him - Funny Dog Dad Card From Friend, Family - Greeting Card",60-KN47-M9LV,63,1,1.11%,1.32%,79,1,1.10%,1.05%,100.00%,100.00%,7,0,11.11%,0.00%,$48.93,$0.00,7,0
B0FH6R5YTH,B0FC6B7XH2,"NewEleven Retirement Card For Woman, Men - Funny Retirement Present, Goodbye Gifts For Coworkers, Farewell Gifts For Men, Boss From Coworker - Greeting Card",XL-UV7U-G4EA,26,0,0.46%,0.00%,27,0,0.38%,0.00%,100.00%,0.00%,7,0,26.92%,0.00%,$41.93,$0.00,7,0
B0DVYKZQJ5,B0CJ2CKDR8,"NewEleven Gifts For Godmother - Will You Be My Godmother From GodChild - Pregnancy Announcement Gifts For God Mother, Godmom, Godparents - 16 Oz Coffee Glass",SE-AHQ6-UUXA,29,0,0.51%,0.00%,37,0,0.51%,0.00%,100.00%,0.00%,6,0,20.69%,0.00%,$77.88,$0.00,6,0
B0F4CLW9JM,B0DRT3MK34,"NewEleven Engagement Gifts for Couples 2025 - Gift for Newly Engaged Couples, Happy Engagement Gifts for Her, Women, Friends, Bride to Be Gift, Glass Ornament",87-ARXM-YV1I,16,1,0.28%,1.32%,21,1,0.29%,1.05%,100.00%,0.00%,6,0,37.50%,0.00%,$59.94,$0.00,6,0
B0FHKT7T9Q,B0F2TDMHFC,"NewEleven Gifts For Mom - Birthday Card For Mom From Daughter, Son, Kids, Husband - Wife Gift - Unique Present Ideas For Mother, Mother In Law, Wife, New Mama - Greeting Card",LT-01MF-LZ2N,51,1,0.90%,1.32%,59,1,0.82%,1.05%,100.00%,0.00%,6,0,11.76%,0.00%,$59.94,$0.00,6,0
B0FFGT9TWF,B0FBQZZK71,"NewEleven Gifts For Grandma - Christian Gift, Nana Gift, Grandma Birthday Gifts From Granddaughter, Grandson, Kids - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse",RW-PY02-EIMY,91,1,1.60%,1.32%,108,4,1.50%,4.21%,100.00%,100.00%,6,0,6.59%,0.00%,$107.88,$0.00,6,0
B0FHBBJ3JH,B0FC5SSDXK,"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card",D0-B6A7-C5GP,39,0,0.69%,0.00%,45,0,0.63%,0.00%,100.00%,0.00%,6,0,15.38%,0.00%,$34.95,$0.00,6,0
B0D6VF9KJW,B08ZYGT8SH,NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron,QV-HPXT-L8DT,54,0,0.95%,0.00%,69,0,0.96%,0.00%,100.00%,0.00%,5,0,9.26%,0.00%,$79.90,$0.00,5,0
B0DVZ9NWDG,B092HNBJT6,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",W7-BHYY-1NZC,60,1,1.05%,1.32%,74,1,1.03%,1.05%,100.00%,100.00%,5,0,8.33%,0.00%,$99.90,$0.00,5,0
B0DVZ28QXB,B0CQJZP6TK,"NewEleven Gifts For Aunt - Aunt Gifts From Niece, Nephew - Birthday Gift For Auntie, New Aunts, Auntie, To Be Aunts - 16 Oz Coffee Glass",FJ-K5JP-AWYT,70,0,1.23%,0.00%,97,0,1.35%,0.00%,100.00%,0.00%,5,0,7.14%,0.00%,$79.90,$0.00,5,0
B0DKFMCWJ8,B0DHC932W2,"NewEleven 40th Birthday Gifts for Men Women - 1985 40 Year Old Gifts for Men, Women, Dad, Mom, Husband, Wife - Retro Trucker Hat",HO-F3TN-5J1L,10,0,0.18%,0.00%,14,0,0.19%,0.00%,100.00%,0.00%,5,0,50.00%,0.00%,$89.90,$0.00,5,0
B0FHKT7T9Q,B0F2T4JDF7,"NewEleven Birthday Gifts For Mom, Funny Card Gifts For Mom, Awesome Mommy Present From Daughter, Best Mother's Day Gift Idea For Wife, Sister - Humorous Greeting Card",AU-GMLU-KG6Z,88,0,1.55%,0.00%,110,0,1.53%,0.00%,38.32%,0.00%,5,0,5.68%,0.00%,$49.95,$0.00,5,0
B0FFGT9TWF,B0F6M3X7LG,"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse",9Y-C7LJ-8AVP,46,2,0.81%,2.63%,58,2,0.81%,2.11%,100.00%,0.00%,5,1,10.87%,50.00%,$84.90,$16.98,5,1
B0FFGT9TWF,B0FBRBL1CQ,"NewEleven Gifts For Aunt - Aunt Birthday Gifts From Niece, Newphew, Kids - Auntie Gift Ideas, Christian Gift For Aunt, Auntie - Decorative Glass Scripture Jar With 92 Bible Verse",O8-51RP-7R9U,47,0,0.83%,0.00%,53,0,0.74%,0.00%,100.00%,0.00%,5,1,10.64%,0.00%,$84.90,$16.98,5,1
B0FH6R5YTH,B0FC686CQV,"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card",27-N5JD-WKOZ,36,1,0.63%,1.32%,44,1,0.61%,1.05%,100.00%,100.00%,5,0,13.89%,0.00%,$39.95,$0.00,5,0
B0FH6R5YTH,B0FC69XTZ9,"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card",B4-IRKZ-AKKE,36,2,0.63%,2.63%,43,2,0.60%,2.11%,100.00%,100.00%,5,0,13.89%,0.00%,$39.95,$0.00,5,0
B0FHKT7T9Q,B0FC6CY15S,"NewEleven Cat Mom Gifts For Women - Cat Birthday Card, Funny Gift For Cat Lover, Cat Mom, Her - Cat Lover Gifts For Women From Friend, Family - Greeting Card",5P-CAQZ-6FK5,49,1,0.86%,1.32%,60,1,0.84%,1.05%,100.00%,0.00%,5,0,10.20%,0.00%,$34.95,$0.00,5,0
B0FHBBJ3JH,B0FC6FNMMD,"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card",TU-XEZX-HS89,56,2,0.98%,2.63%,82,3,1.14%,3.16%,100.00%,100.00%,5,0,8.93%,0.00%,$34.95,$0.00,5,0
B0D6VF9KJW,B08CDFWN1Q,"NewEleven Valentines Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron",T7-POTQ-PD13,26,1,0.46%,1.32%,29,1,0.40%,1.05%,100.00%,100.00%,4,0,15.38%,0.00%,$63.92,$0.00,4,0
B0DM95S8ZK,B0BRCJ5VYH,"NewEleven Gifts For Cat Mom, Cats Lover - Cat Gifts For Women - Cute Kitten Stuff, Cats Themed Gift For Women - Cute Funny Gift For Her, Best Friend - 16 Oz Coffee Glass",CZ-V369-AMB3,20,0,0.35%,0.00%,21,0,0.29%,0.00%,100.00%,0.00%,4,0,20.00%,0.00%,$39.96,$0.00,4,0
B0D6W5PCC1,B0C9BZRC4K,"NewEleven Gifts For Mom - Birthday Gifts For Mom From Kids – Unique Birthday Present Ideas For Mother, New Mom, Mom To Be, Wife From Daughter, Son, Husband - 16 Oz Coffee Glass",YM-PHWT-7K9Y,15,0,0.26%,0.00%,15,0,0.21%,0.00%,100.00%,0.00%,4,0,26.67%,0.00%,$67.92,$0.00,4,0
B0FGDHKH6G,B0CXXJ751C,"NewEleven Gifts For Friends, Bestie – Work Bestie Presents For Women Friends - Appreciation Gifts For Coworkers, Unique Present Ideas For Coworker Leaving, Farewell Party – 16 Oz Coffee Glass",7X-5K3W-K6CS,34,0,0.60%,0.00%,41,0,0.57%,0.00%,100.00%,0.00%,4,0,11.76%,0.00%,$63.92,$0.00,4,0
B0FHPQWHQY,B0CY4G9VSR,"NewEleven Trucker Cap for Men, Dad, Husband, Fisherman – Funny Fishing Hat, Trucker Hat Birthday Present for Him, Father, Guys Who Love Fishing",BP-B33W-HG8K,37,0,0.65%,0.00%,45,0,0.63%,0.00%,97.62%,0.00%,5,0,13.51%,0.00%,$99.90,$0.00,4,0
B0FFH2DPYK,B0CYS94K31,"NewEleven 40th Birthday Gifts For Women - 40s Birthday Decorations For Women - 40 Year Old Gifts For Her, Sister, Mom, Daughter, Best Friend - In My Forties Era Wine Tumbler - 12 Oz Tumbler",75-LNB7-IBAL,24,0,0.42%,0.00%,31,0,0.43%,0.00%,100.00%,0.00%,4,0,16.67%,0.00%,$71.92,$0.00,4,0
B0DKDWHJ2P,B0DCJM56W3,"NewEleven Gifts For New Mom 2025 – Pregnancy Gifts For First Time Mom, Pregnant Mommy, Expecting Mother, Moms To Be, Mommy To Be, New Moms - 16 Oz Coffee Glass",SG-SV6L-3ILW,38,0,0.67%,0.00%,45,0,0.63%,0.00%,97.73%,0.00%,4,0,10.53%,0.00%,$51.96,$0.00,4,0
B0DKJ5THF2,B0DHC2C1S4,"NewEleven 50th Birthday Gifts for Men Women - 1975 Birthday Decorations for Him, Her - Gifts for People Turning 50 Year Old Mom, Dad, Wife, Husband - Retro Trucker Hat",S1-6FQM-HSP6,14,0,0.25%,0.00%,15,0,0.21%,0.00%,100.00%,0.00%,4,0,28.57%,0.00%,$71.92,$0.00,4,0
B0F7H2RCV2,B0F13MKH7X,"NewEleven Retirement Gift For Woman 2025 - Coworker Leaving Gift, Going Away Gifts For Friends, Her, Mom, Boss - Farewell Gifts For Coworkers Women From Friend, Family And Colleague - 16 Oz Wine Glass",ML-PHKJ-4KBU,34,0,0.60%,0.00%,50,0,0.70%,0.00%,100.00%,0.00%,4,0,11.76%,0.00%,$95.92,$0.00,4,0
B0FHKT7T9Q,B0FC5XQTBQ,"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card",1A-JRBV-8HH8,28,1,0.49%,1.32%,32,1,0.45%,1.05%,100.00%,0.00%,4,0,14.29%,0.00%,$23.96,$0.00,4,0
B0FJDLVWD4,B09792XF8F,"NewEleven Gift For Brother From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law - Funny Gag Gifts For Men - 20 Oz Tumbler",CC-VIYV-1LFP,15,0,0.26%,0.00%,18,0,0.25%,0.00%,88.89%,0.00%,3,0,20.00%,0.00%,$59.94,$0.00,3,0
B0DYP51XSW,B09XXP5V2W,"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler",FL-GKXG-L8RH,51,2,0.90%,2.63%,60,2,0.84%,2.11%,100.00%,100.00%,3,0,5.88%,0.00%,$59.94,$0.00,3,0
B0D6V486CJ,B09ZYBDMZ1,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gift, Goodbye, Good Luck Presents For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler",Y3-JOZK-KF6U,28,0,0.49%,0.00%,32,0,0.45%,0.00%,100.00%,0.00%,3,0,10.71%,0.00%,$59.94,$0.00,3,0
B0DVZ9NWDG,B09ZYCD6GX,"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",1Q-FSNP-VBED,17,0,0.30%,0.00%,23,0,0.32%,0.00%,100.00%,0.00%,3,0,17.65%,0.00%,$59.94,$0.00,3,0
B0FGDHKH6G,B0BRB6NJCT,"NewEleven Coworker Leaving Gifts - Gifts For Coworker Farewell, Going Away, Goodbye, New Job - Good Luck Presents For Friends, Boss, Women, Work Bestie – 16 Oz Coffee Glass",MF-GYAU-GTQX,43,3,0.76%,3.95%,59,4,0.82%,4.21%,100.00%,100.00%,3,1,6.98%,33.33%,$44.94,$14.98,3,1
B0DYP51XSW,B0C3CW184G,"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler",L6-4LV1-54DE,12,0,0.21%,0.00%,24,0,0.33%,0.00%,100.00%,0.00%,3,0,25.00%,0.00%,$59.94,$0.00,3,0
B0DVZ9NWDG,B0CDLPSMGF,"NewEleven Coworker Leaving Gifts - Farewell, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gifts For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler",CO-C7X6-C1NV,12,0,0.21%,0.00%,12,0,0.17%,0.00%,100.00%,0.00%,3,0,25.00%,0.00%,$59.94,$0.00,3,0
B0FD9QBGZH,B0CDLQGPKC,"NewEleven Gifts For Men, Women - Funny Gag Gifts Ideas For Dad, Mom, Grandpa, Grandma, Husband, Wife, Uncle, Him - 40th 50th 60th 70th 80th Birthday Gifts For Men Women – 20 Oz Tumbler",38-P9JP-4W92,12,0,0.21%,0.00%,15,0,0.21%,0.00%,100.00%,0.00%,3,0,25.00%,0.00%,$47.94,$0.00,3,0
B0F9W75LLW,B0CKYJ8WLN,"NewEleven Fathers Day Gift For Grandpa From Granddaughter, Grandson - Birthday Present Ideas For Grandfather, New Grandfather, Promoted To Granddad, Grandchildren, Grandkids - 20 Oz Tumbler",FM-KSML-Z7CU,18,0,0.32%,0.00%,29,0,0.40%,0.00%,100.00%,0.00%,3,0,16.67%,0.00%,$53.94,$0.00,3,0
B0D6YH6BCN,B0CKYMNV39,"NEWELEVEN Christmas Book Lovers Gifts for Women, Friends - Bookshelf Cup, Accessories for Writers, Readers, Librarian, Bookaholic, Bookworm - 16 Oz Coffee Glass",QE-7AYT-7B4M,17,0,0.30%,0.00%,22,0,0.31%,0.00%,95.45%,0.00%,3,0,17.65%,0.00%,$29.97,$0.00,3,0
B0FGDHKH6G,B0CRKQR2KF,"NewEleven Gift For Friends, Bestie - Birthday Gifts for Women Friendship - Unique Friendship Gifts For Women, Friend, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass",C6-OPZ3-4B3S,43,1,0.76%,1.32%,53,1,0.74%,1.05%,97.92%,0.00%,3,0,6.98%,0.00%,$44.94,$0.00,3,0
B0FJDLVWD4,B0CY4HY9KC,"NewEleven Gifts For Him, Men - Fishing Gifts For Men, Dad, Cup Gift For Fisherman, Father - Dad Birthday Gift From Wife, Kids - 20 Oz Tumbler",KK-1KUK-ZBSZ,7,0,0.12%,0.00%,10,0,0.14%,0.00%,100.00%,0.00%,3,0,42.86%,0.00%,$47.94,$0.00,3,0
B0D6Y54MJD,B0CZDV6J3V,"NewEleven Gifts For Book Lovers - Book Lovers Gifts For Women - Book Themed Gift for Readers, Librarians, Bookaholics - Birthday Gift For Women, Her, Best Friend – 16 Oz Coffee Glass",0B-GUIB-F6GL,13,0,0.23%,0.00%,16,0,0.22%,0.00%,100.00%,0.00%,3,0,23.08%,0.00%,$41.94,$0.00,3,0
B0FFH2DPYK,B0D79751XN,"NewEleven 30th Birthday Gifts For Women - 30s Birthday Decorations For Women - 30 Year Old Gifts For Her, Woman, Sister, Mom, Daughter, Best Friend - In My Thirties Era Wine Tumbler - 12 Oz Tumbler",BA-CM7Z-VMQN,8,0,0.14%,0.00%,11,0,0.15%,0.00%,100.00%,0.00%,3,0,37.50%,0.00%,$38.94,$0.00,3,0
B0DPKY9KZ1,B0D9L8P1XL,"NewEleven Gifts for Women Friendship - Funny Gift for Friends Female - Unique Friendship Gifts for Women, Friend, Female, Bestie, BFF, Soul Sister, Work Bestie - Candle",1G-WJN6-34JP,32,1,0.56%,1.32%,38,1,0.53%,1.05%,100.00%,0.00%,3,0,9.38%,0.00%,$53.94,$0.00,3,0
B0FD9QBGZH,B0DH7PQ1RX,"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - Turning 40-40 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",7N-6OBC-K7DN,10,0,0.18%,0.00%,11,0,0.15%,0.00%,100.00%,0.00%,3,0,30.00%,0.00%,$59.94,$0.00,3,0
B0FD9QBGZH,B0DH87FYNN,"NewEleven 60th Birthday Gifts For Men Women - 1965 60th Birthday Decorations For Him Her - Turning 60 Year Old Gifts For Man, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler",UM-NFPU-HUFM,26,0,0.46%,0.00%,35,0,0.49%,0.00%,100.00%,0.00%,3,0,11.54%,0.00%,$59.94,$0.00,3,0
